Interactor_A	Interactor_B	Score	type
2126	PARD3	PTPN14	390	physical
2127	PARD3	USP6NL	615	physical
2128	PCM1	C2CD3	425	physical
2129	PCM1	CCDC14	420	physical
2130	PCM1	CCDC18	725	physical
2131	PCM1	CCDC66	385	physical
2132	PCM1	CDK5RAP2	400	physical
2133	PCM1	CENPE	370	physical
2134	PCM1	CEP131	1841.88	physical
2135	PCM1	CEP162	720	physical
2136	PCM1	CEP290	1610	physical
2137	PCM1	CEP72	305	physical
2138	PCM1	CSPP1	1205	physical
2139	PCM1	KIAA0753	740	physical
2140	PCM1	KIF7	346.5	physical
2141	PCM1	MIB1	322.78	physical
2142	PCM1	NIN	720	physical
2143	PCM1	PIBF1	940	physical
2144	PCM1	RPGRIP1L	320	physical
2145	PCM1	SSX2IP	375	physical
2146	PCM1	TBC1D31	505	physical
2147	PCM1	TTLL5	315	physical
2148	PCNT	CDK5RAP2	390	physical
2149	PCNT	CENPJ	330	physical
2150	PDHA1	ACAD9	375	physical
2151	PDHA1	ACOT2	322	physical
2152	PDHA1	ATP5B	527.19	physical
2153	PDHA1	C17orf80	330	physical
2154	PDHA1	CLPX	565	physical
2155	PDHA1	DBT	460	physical
2156	PDHA1	DLAT	1700	physical
2157	PDHA1	DNAJA3	365	physical
2158	PDHA1	ETFA	306.25	physical
2159	PDHA1	GFM1	315	physical
2160	PDHA1	GLS	365	physical
2161	PDHA1	GRSF1	390	physical
2162	PDHA1	IARS2	1140	physical
2163	PDHA1	LARS2	380	physical
2164	PDHA1	LETM1	483.64	physical
2165	PDHA1	LRPPRC	358.08	physical
2166	PDHA1	MRPS31	645	physical
2167	PDHA1	MTIF2	360	physical
2168	PDHA1	NDUFAF4	350	physical
2169	PDHA1	NDUFV3	730	physical
2170	PDHA1	SHMT2	500	physical
2171	PDHA1	TACO1	355	physical
2172	PDHA1	TIMM44	465	physical
2173	PDHA1	VARS2	510	physical
2174	PDHA1	VWA8	1305	physical
2175	PDIA4	CALR	395	physical
2176	PDIA4	CALU	450	physical
2177	PDIA4	GANAB	675	physical
2178	PDIA4	LMAN1	395	physical
2179	PDIA4	MIA3	905	physical
2180	PDIA4	NOMO2	385	physical
2181	PDIA4	NUP210	715	physical
2182	PDIA4	P4HB	508	physical
2183	PDIA4	RCN1	320	physical
2184	PDIA4	UGGT1	495	physical
2185	PDIA4	UGGT2	325	physical
2186	PEX3	ACBD5	595	physical
2187	PEX3	PEX1	305	physical
2188	PEX3	PEX19	437.5	physical
2189	PHB2	ATAD3A	350	physical
2190	PHB2	CLPB	1190	physical
2191	PHB2	COX15	520	physical
2192	PHB2	DNAJC11	410	physical
2193	PHB2	IARS2	510	physical
2194	PHB2	IMMT	1105	physical
2195	PHB2	USP30	365	physical
2196	POLR1E	CD3EAP	640	physical
2197	POLR1E	POLR1A	1295	physical
2198	POLR1E	POLR1B	455	physical
2199	POLR2C	PCIF1	710	physical
2200	POLR2C	POLR2B	344.62	physical
2201	POLR2C	RPAP1	389.77	physical
2202	POLR2C	SUPT6H	470	physical
2203	PRPF8	EAPP	355	physical
2204	PRPF8	NCDN	320	physical
2205	PRPH	INA	522.67	physical
2206	PRPH	PLEC	315	physical
2207	PRPH	SYNM	510	physical
2208	PXMP2	ACBD5	555	physical
2209	PXMP2	OCIAD1	350	physical
2210	PXMP2	PEX1	405	physical
2211	PXMP2	PEX5	340	physical
2212	PXMP2	POR	350	physical
2213	PXMP2	VCP	355	physical
2214	PXMP2	VRK2	357.78	physical
2215	PXN	ARHGEF7	640	physical
2216	PXN	PTK2	525	physical
2217	RAB11A	APBB2	305	physical
2218	RAB11A	ARFGEF1	610	physical
2219	RAB11A	ARFGEF2	670	physical
2220	RAB11A	ARL13B	420	physical
2221	RAB11A	DENND5B	415	physical
2222	RAB11A	DMXL1	355	physical
2223	RAB11A	EXOC3	725	physical
2224	RAB11A	EXOC5	320	physical
2225	RAB11A	KIAA1549	310	physical
2226	RAB11A	LRP2	1170	physical
2227	RAB11A	MYO5B	320	physical
2228	RAB11A	RAB11FIP2	595	physical
2229	RAB11A	RAB11FIP5	333.53	physical
2230	RAB11A	RALGAPB	415	physical
2231	RAB11A	TFRC	535	physical
2232	RAB11A	TMEM2	655	physical
2233	RAB11A	TRAPPC9	455	physical
2234	RAB11A	VPS13B	495	physical
2235	RAB11A	VPS8	565	physical
2236	RAB2A	ABCC1	515	physical
2237	RAB2A	ALCAM	370	physical
2238	RAB2A	CLCN7	375	physical
2239	RAB2A	CPD	635	physical
2240	RAB2A	FAM83B	360	physical
2241	RAB2A	ITGB1	390	physical
2242	RAB2A	LMAN1	355	physical
2243	RAB2A	NOTCH2	360	physical
2244	RAB2A	SPTBN2	325	physical
2245	RAB2A	TBC1D9	475	physical
2246	RAB2A	TFRC	425	physical
2247	RAB2A	TMEM2	345	physical
2248	RAB35	ABCC1	340	physical
2249	RAB35	IGF2R	315	physical
2250	RAB35	ITGB1	340	physical
2251	RAB35	KIAA0355	505	physical
2252	RAB35	LLGL1	310	physical
2253	RAB35	NOTCH2	390	physical
2254	RAB35	OCLN	410	physical
2255	RAB35	RAB1A	505	physical
2256	RAB35	SBF1	325	physical
2257	RAB35	SPTBN1	545	physical
2258	RAB35	VANGL1	420	physical
2259	RAB35	WDR6	355	physical
2260	RAB3B	RAB1A	520	physical
2261	RAB3B	RAB6A	505	physical
2262	RAB3B	RASEF	320	physical
2263	RAB4A	ARFGEF2	680	physical
2264	RAB4A	CPD	370	physical
2265	RAB4A	GRIPAP1	965	physical
2266	RAB4A	IGF2R	790	physical
2267	RAB4A	LNPEP	830	physical
2268	RAB4A	RAB4B	2180	physical
2269	RAB4A	TFRC	435	physical
2270	RAB4A	VPS8	735	physical
2271	RAB5A	APPL1	410	physical
2272	RAB5A	APPL2	395	physical
2273	RAB5A	CPD	340	physical
2274	RAB5A	IGF2R	560	physical
2275	RAB5A	LNPEP	550	physical
2276	RAB5A	SLC6A15	320	physical
2277	RAB5A	VPS8	415	physical
2278	RAB5C	ABCC1	350	physical
2279	RAB5C	CPD	535	physical
2280	RAB5C	EEA1	825	physical
2281	RAB5C	IGF2R	660	physical
2282	RAB5C	ITGB1	420	physical
2283	RAB5C	LMAN1	1110	physical
2284	RAB5C	LNPEP	800	physical
2285	RAB5C	NOTCH2	335	physical
2286	RAB5C	RAB5A	305	physical
2287	RAB5C	RAB7A	310	physical
2288	RAB5C	STT3B	335	physical
2289	RAB5C	TFRC	830	physical
2290	RAB5C	TMEM2	360	physical
2291	RAB9A	ATP6V1B2	415	physical
2292	RAB9A	C17orf59	305	physical
2293	RAB9A	CLCN7	725	physical
2294	RAB9A	IGF2R	405	physical
2295	RAB9A	LAMTOR1	315	physical
2296	RAB9A	LNPEP	505	physical
2297	RAB9A	NISCH	745	physical
2298	RAB9A	STK11IP	355	physical
2299	RAB9A	TFRC	405	physical
2300	RAB9A	VPS13C	498.75	physical
2301	RDX	COBL	405	physical
2302	RDX	MSN	1695	physical
2303	REEP5	ATL1	315	physical
2304	RHOB	ABCC1	560	physical
2305	RHOB	CCDC88A	455	physical
2306	RHOB	CIT	725	physical
2307	RHOB	DGKH	320	physical
2308	RHOB	EPB41L5	305	physical
2309	RHOB	FAM83B	345	physical
2310	RHOB	ITGB1	470	physical
2311	RHOB	KIRREL	415	physical
2312	RHOB	LLGL1	325	physical
2313	RHOB	PVRL2	430	physical
2314	RHOB	NOTCH2	475	physical
2315	RHOB	OCLN	395	physical
2316	RHOB	PCDH7	400	physical
2317	RHOB	PPFIA1	325	physical
2318	RHOB	PTPN14	525	physical
2319	RHOB	ROBO1	330	physical
2320	RHOB	ROCK2	570.5	physical
2321	RHOB	SLC30A1	320	physical
2322	RHOB	SPTBN1	795	physical
2323	RHOB	SPTBN2	455	physical
2324	RHOB	TFRC	415	physical
2325	RHOB	WDR6	365	physical
2326	RHOB	YES1	310	physical
2327	RPL31	EBNA1BP2	405	physical
2328	RPN1	ATP6AP2	325	physical
2329	RPN1	BCAP31	315	physical
2330	RPN1	DNAJC16	465	physical
2331	RPN1	EIF2AK3	415	physical
2332	RPN1	LMAN1	535	physical
2333	RPN1	RPN2	335	physical
2334	RPN1	SOAT1	405	physical
2335	RPN1	STT3B	1475	physical
2336	RPN1	SUN1	310	physical
2337	RPN1	UBE2J1	420	physical
2338	RPN1	VEZT	320	physical
2339	RPN1	VRK2	439.44	physical
2340	RPN2	ATP13A1	340	physical
2341	RPN2	ITPR2	370	physical
2342	RPN2	ITPR3	371	physical
2343	RPN2	LMAN1	360	physical
2344	RPN2	SMPD4	350	physical
2345	RPN2	STT3B	1675	physical
2346	RPN2	STX18	430	physical
2347	RPN2	UBE2J1	345	physical
2348	RPN2	VEZT	305	physical
2349	RPN2	VRK2	567.78	physical
2350	RPS20	BYSL	605	physical
2351	RPS20	DHX57	315	physical
2352	RPS20	GKAP1	310	physical
2353	RPS20	RPS10	350	physical
2354	RPS24	DIEXF	325	physical
2355	RPS24	MPHOSPH10	540	physical
2356	RPS24	NOL10	324.72	physical
2357	RPS6	GPATCH4	420	physical
2358	RPS6	MPHOSPH10	645	physical
2359	RPS6	NOL8	572	physical
2360	RPS6	NOP14	380	physical
2361	SASS6	CCDC18	425	physical
2362	SASS6	CEP131	301.88	physical
2363	SASS6	NIN	780	physical
2364	SASS6	TARBP1	432.73	physical
2365	SEC61B	AARS2	301.54	physical
2366	SEC61B	CALR	430	physical
2367	SEC61B	CALU	415	physical
2368	SEC61B	EMC1	705	physical
2369	SEC61B	GRAMD1A	393.75	physical
2370	SEC61B	HYOU1	1485	physical
2371	SEC61B	LAMB1	340	physical
2372	SEC61B	LMAN1	480	physical
2373	SEC61B	LRPAP1	380	physical
2374	SEC61B	NOMO2	515	physical
2375	SEC61B	NUP210	760	physical
2376	SEC61B	PPIB	405	physical
2377	SEC61B	PRKCSH	360	physical
2378	SEC61B	RPN2	375	physical
2379	SEC61B	SEC63	451.11	physical
2380	SEC61B	TTC17	380	physical
2381	SEC61B	UGGT1	990	physical
2382	SEC61B	UGGT2	430	physical
2383	SEC61B	FNDC3A	370	physical
2384	SEC61B	LMNB1	315	physical
2385	SEC61B	POR	530	physical
2386	SEC61B	PREB	330	physical
2387	SEC61B	SMPD4	495	physical
2388	SEC61B	VEZT	360	physical
2389	SEC62	ATP6AP2	305	physical
2390	SEC62	EIF2AK3	400	physical
2391	SEC62	FNDC3A	405	physical
2392	SEC62	ITGB1	445	physical
2393	SEC62	ITPR2	340	physical
2394	SEC62	LMAN1	695	physical
2395	SEC62	LRRC59	345	physical
2396	SEC62	POR	480	physical
2397	SEC62	PREB	355	physical
2398	SEC62	SEC63	645.56	physical
2399	SEC62	SENP2	390	physical
2400	SEC62	SMPD4	370	physical
2401	SEC62	STIM1	510	physical
2402	SEC62	STT3B	370	physical
2403	SEC62	SYNE2	301.48	physical
2404	SEC62	TOR1AIP2	370	physical
2405	SEC62	VEZT	405	physical
2406	SEC62	VRK2	369.44	physical
2407	SEPT10	CEP131	441.88	physical
2408	SERBP1	SCAPER	320	physical
2409	SFXN1	APOOL	530	physical
2410	SFXN1	ATAD3A	1025	physical
2411	SFXN1	ATAD3B	715	physical
2412	SFXN1	C12orf73	325	physical
2413	SFXN1	CKMT1A	440	physical
2414	SFXN1	CLPB	1100	physical
2415	SFXN1	COX15	2010	physical
2416	SFXN1	COX4I1	645	physical
2417	SFXN1	HAX1	380	physical
2418	SFXN1	IARS2	320	physical
2419	SFXN1	IMMT	3895	physical
2420	SFXN1	MICU2	315	physical
2421	SFXN1	OPA1	900	physical
2422	SFXN1	SMIM12	320	physical
2423	SFXN1	TOMM70A	315	physical
2424	SQSTM1	HSPA1B	330	physical
2425	SQSTM1	NBR1	525	physical
2426	SSR1	FNDC3A	315	physical
2427	SSR1	LRRC59	310	physical
2428	SSR1	SEC63	447.22	physical
2429	SSR1	SMPD4	340	physical
2430	SSR1	STIM1	325	physical
2431	SSR1	STT3B	410	physical
2432	SSR1	SUN1	350	physical
2433	SSR1	UBE2J1	310	physical
2434	SSR1	VEZT	340	physical
2435	SSR1	VRK2	462.78	physical
2436	STIL	ASPM	305	physical
2437	STIM1	STIM2	3350	physical
2438	STX4	APP	390	physical
2439	STX4	CCDC22	730	physical
2440	STX4	CPD	345	physical
2441	STX4	GOPC	310	physical
2442	STX4	GRIPAP1	450	physical
2443	STX4	NEO1	410	physical
2444	STX4	NOTCH2	425	physical
2445	STX4	STIM1	315	physical
2446	STX4	STXBP3	910	physical
2447	STX4	USE1	325	physical
2448	STX6	GOLGA3	405	physical
2449	STX6	GOLGA4	375	physical
2450	STX6	GOLGB1	750	physical
2451	STX6	IGF2R	390	physical
2452	STX6	KIDINS220	345	physical
2453	STX6	SLC12A2	385	physical
2454	STX6	SLC4A7	425	physical
2455	STX6	TRIP11	590	physical
2456	STX7	ARL13B	320	physical
2457	STX7	CLCN7	340	physical
2458	STX7	CPD	465	physical
2459	STX7	EXOC3	305	physical
2460	STX7	FLOT2	335	physical
2461	STX7	IGF2R	1000	physical
2462	STX7	LNPEP	385	physical
2463	STX7	TFRC	655	physical
2464	STX7	TMEM2	395	physical
2465	SYNE3	CALR	400	physical
2466	SYNE3	CALU	365	physical
2467	SYNE3	EMC1	535	physical
2468	SYNE3	GRAMD1A	988.75	physical
2469	SYNE3	HYOU1	1540	physical
2470	SYNE3	LMAN1	350	physical
2471	SYNE3	NOMO1	370	physical
2472	SYNE3	NUP210	590	physical
2473	SYNE3	PPIB	375	physical
2474	SYNE3	PRKCSH	370	physical
2475	SYNE3	RPN2	305	physical
2476	SYNE3	UGGT1	930	physical
2477	SYNE3	CCDC14	320	physical
2478	SYNE3	CEP131	406.88	physical
2479	SYNE3	CEP164	365	physical
2480	SYNE3	CEP295	900	physical
2481	SYNE3	CEP85	475	physical
2482	SYNE3	CSPP1	760	physical
2483	SYNE3	EXPH5	330	physical
2484	SYNE3	FAM83H	660	physical
2485	SYNE3	GIGYF1	375	physical
2486	SYNE3	KIAA0355	355	physical
2487	SYNE3	MPHOSPH9	378.64	physical
2488	SYNE3	NAV1	350	physical
2489	SYNE3	NCKAP5L	575	physical
2490	SYNE3	PLEC	1375	physical
2491	SYNE3	PLEKHG1	585	physical
2492	SYNE3	SIPA1L3	478.33	physical
2493	SYNE3	SMPD4	475	physical
2494	SYNE3	SYNM	370	physical
2495	SYNE3	TNRC6C	620	physical
2496	SYNE3	USP54	440	physical
2497	SYNE3	C2orf44	310	physical
2498	TERF2IP	TERF2	355	physical
2499	TJP1	CGN	400	physical
2500	TMOD1	FLII	485	physical
2501	TMPO	SMPD4	410	physical
2502	TMPO	STIM1	355	physical
2503	TRAP1	GLS	400	physical
2504	TRAP1	IARS2	1250	physical
2505	TRAP1	LETM1	518.64	physical
2506	TRAP1	MRPS31	415	physical
2507	TRAP1	NDUFV3	730	physical
2508	TRAP1	SHMT2	330	physical
2509	TRAP1	TIMM44	470	physical
2510	TRAP1	TRMT10C	345	physical
2511	TRAP1	VARS2	495	physical
2512	TRAP1	VWA8	595	physical
2513	TRIM36	HSPA1B	460	physical
2514	TUBB	HSPA2	465	physical
2515	TUBB	TUBA4A	8120	physical
2516	CIRH1A	UTP15	345	physical
2517	CIRH1A	WDR75	495	physical
2518	VAPA	APP	440	physical
2519	VAPA	CALR	345	physical
2520	VAPA	CALU	315	physical
2521	VAPA	EMC1	420	physical
2522	VAPA	GRAMD1A	345.62	physical
2523	VAPA	HYOU1	1050	physical
2524	VAPA	LMAN1	420	physical
2525	VAPA	LRPAP1	345	physical
2526	VAPA	NUP210	550	physical
2527	VAPA	PPIB	360	physical
2528	VAPA	UGGT1	485	physical
2529	VIM	AIM1	535	physical
2530	VIM	INA	487.67	physical
2531	VIM	PLEC	555	physical
2532	ZFPL1	GOLGA3	584.23	physical
2533	ZFPL1	GOLGA4	315	physical
2534	ZFPL1	GOLGB1	350	physical
2535	ZFPL1	GORASP2	380.62	physical
2536	ZFPL1	VPS13B	575	physical
2537	ZYX	IQGAP2	325	physical
2538	ZYX	TANC2	340	physical
2539	WDR5	HSPD1	3030	physical
2540	WDR5	SPTBN1	2833	physical
2541	WDR5	NCL	2519	physical
2542	WDR5	EEF1A1	2390	physical
2543	WDR5	ACTB	2104	physical
2544	WDR5	ACTG1	2100	physical
2545	WDR5	KRT8	2083	physical
2546	WDR5	SPTAN1	2070	physical
2547	WDR5	KRT1	1869	physical
2548	WDR5	GAPDH	1795	physical
2549	WDR5	HSP90AB1	1699	physical
2550	WDR5	TUBB	1646	physical
2551	WDR5	UGDH	1618	physical
2552	WDR5	PRKDC	1595	physical
2553	WDR5	HNRNPK	1588	physical
2554	WDR5	WDR5	1580	physical
2555	WDR5	ATP5A1	1580	physical
2556	WDR5	KRT19	1488	physical
2557	WDR5	TUBB4B	1458	physical
2558	WDR5	CLTC	1356	physical
2559	WDR5	HSPA5	1254	physical
2560	WDR5	TET2	1241	physical
2561	WDR5	HNRNPA2B1	1241	physical
2562	WDR5	ENO1	1227	physical
2563	WDR5	KMT2A	1183	physical
2564	WDR5	TUBB3	1174	physical
2565	WDR5	ATP5B	1150	physical
2566	WDR5	HNRNPA1	1145	physical
2567	WDR5	TUBB4A	1131	physical
2568	WDR5	HIST1H2BB	1119	physical
2569	WDR5	HIST1H2BJ	1094	physical
2570	WDR5	TUBA4A	1076	physical
2571	WDR5	HSPA1B	1055	physical
2572	WDR5	PKM	1037	physical
2573	WDR5	HIST1H4A	1036	physical
2574	WDR5	KMT2D	1021	physical
2575	WDR5	POTEE	969	physical
2576	WDR5	KRT9	952	physical
2577	WDR5	TUFM	940	physical
2578	WDR5	TUBA1C	934	physical
2579	WDR5	DYNC1H1	906	physical
2580	WDR5	FLNA	900	physical
2581	WDR5	EEF2	881	physical
2582	WDR5	CKAP4	845	physical
2583	WDR5	HSPA9	843	physical
2584	WDR5	ILF2	841	physical
2585	WDR5	NPM1	831	physical
2586	WDR5	HNRNPA3	811	physical
2587	WDR5	RRBP1	807	physical
2588	WDR5	SNRNP200	792	physical
2589	WDR5	FASN	773	physical
2590	WDR5	HNRNPM	756	physical
2591	WDR5	DHX9	746	physical
2592	WDR5	HSPA8	736	physical
2593	WDR5	PLIN2	730	physical
2594	WDR5	IGF2BP2	717	physical
2595	WDR5	RBBP5	713	physical
2596	WDR5	HNRNPU	712	physical
2597	WDR5	IDH1	693	physical
2598	WDR5	NONO	689	physical
2599	WDR5	APEX1	680	physical
2600	WDR5	XRCC6	678	physical
2601	WDR5	SF3B2	673	physical
2602	WDR5	RPN1	670	physical
2603	WDR5	KIF5B	661	physical
2604	WDR5	HADHB	657	physical
2605	WDR5	TLN1	644	physical
2606	WDR5	FUS	637	physical
2607	WDR5	CCT4	636	physical
2608	WDR5	HMGB1	624	physical
2609	WDR5	LMO7	618	physical
2610	WDR5	IGF2BP1	617	physical
2611	WDR5	HSP90B1	605	physical
2612	WDR5	PABPC1	605	physical
2613	WDR5	FLNB	602	physical
2614	WDR5	KRT2	601	physical
2615	WDR5	SF3B1	587	physical
2616	WDR5	VARS	584	physical
2617	WDR5	RCC1	582	physical
2618	WDR5	PTBP1	578	physical
2619	WDR5	FBL	576	physical
2620	WDR5	ILF3	572	physical
2621	WDR5	EML4	562	physical
2622	WDR5	ATP1A1	561	physical
2623	WDR5	DPY30	561	physical
2624	WDR5	SERBP1	558	physical
2625	WDR5	FDXR	556	physical
2626	WDR5	SLC25A4	549	physical
2627	WDR5	PLEC	546	physical
2628	WDR5	COPA	543	physical
2629	WDR5	HNRNPC	542	physical
2630	WDR5	DDX3X	533	physical
2631	WDR5	ACSL5	532	physical
2632	WDR5	LRPPRC	530	physical
2633	WDR5	DSP	525	physical
2634	WDR5	H2AFY	520	physical
2635	WDR5	PARP1	519	physical
2636	WDR5	PHB2	513	physical
2637	WDR5	EEF1G	511	physical
2638	WDR5	RPS3	502	physical
2639	WDR5	IQGAP1	498	physical
2640	WDR5	HDLBP	496	physical
2641	WDR5	CCT7	490	physical
2642	WDR5	IDH2	490	physical
2643	WDR5	RPS4X	482	physical
2644	WDR5	ABCF1	482	physical
2645	WDR5	ATP5O	479	physical
2646	WDR5	RPS7	479	physical
2647	WDR5	THRAP3	478	physical
2648	WDR5	ETFB	478	physical
2649	WDR5	AARS	478	physical
2650	WDR5	SEC31A	476	physical
2651	WDR5	PHB	476	physical
2652	WDR5	DAK	473	physical
2653	WDR5	EIF4G1	473	physical
2654	WDR5	PCK2	471	physical
2655	WDR5	SYNCRIP	469	physical
2656	WDR5	ACSL3	460	physical
2657	WDR5	RAN	454	physical
2658	WDR5	PABPC4	453	physical
2659	WDR5	PFKL	450	physical
2660	WDR5	HNRNPL	449	physical
2661	WDR5	NARS	444	physical
2662	WDR5	HNRNPH1	443	physical
2663	WDR5	PRPF8	433	physical
2664	WDR5	DARS	431	physical
2665	WDR5	RPL4	425	physical
2666	WDR5	NHP2	421	physical
2667	WDR5	PRDX1	419	physical
2668	WDR5	HIST1H2AB	417	physical
2669	WDR5	RTCB	417	physical
2670	WDR5	EIF3C	416	physical
2671	WDR5	IGF2BP3	412	physical
2672	WDR5	STOM	407	physical
2673	WDR5	PYCRL	406	physical
2674	WDR5	EIF3A	405	physical
2675	WDR5	TUBB6	405	physical
2676	WDR5	HNRNPR	405	physical
2677	WDR5	HNRNPD	403	physical
2678	WDR5	SLC25A5	401	physical
2679	WDR5	KRT14	401	physical
2680	WDR5	DDX17	398	physical
2681	WDR5	GNB2L1	397	physical
2682	WDR5	NOP58	396	physical
2683	WDR5	GFM2	393	physical
2684	WDR5	CFL1	393	physical
2685	WDR5	COPB1	392	physical
2686	WDR5	TCP1	391	physical
2687	WDR5	ASH2L	389	physical
2688	WDR5	NIPSNAP1	386	physical
2689	WDR5	CCT5	382	physical
2690	WDR5	EWSR1	380	physical
2691	WDR5	ACTBL2	379	physical
2692	WDR5	ACSL4	379	physical
2693	WDR5	KHSRP	379	physical
2694	WDR5	GCN1L1	378	physical
2695	WDR5	LMNB2	375	physical
2696	WDR5	DDX5	374	physical
2697	WDR5	LRRC59	373	physical
2698	WDR5	SETD1A	365	physical
2699	WDR5	MYBBP1A	362	physical
2700	WDR5	TOMM34	360	physical
2701	WDR5	LONP1	360	physical
2702	WDR5	STOML2	357	physical
2703	WDR5	SART3	355	physical
2704	WDR5	RPS8	353	physical
2705	WDR5	EIF4A3	351	physical
2706	WDR5	PUF60	349	physical
2707	WDR5	FDFT1	347	physical
2708	WDR5	IARS	346	physical
2709	WDR5	DHX15	346	physical
2710	WDR5	ECI2	346	physical
2711	WDR5	SPATS2L	341	physical
2712	WDR5	ASPH	337	physical
2713	WDR5	IMPDH2	337	physical
2714	WDR5	CTNND1	334	physical
2715	WDR5	PPP1CB	330	physical
2716	WDR5	PRPF19	329	physical
2717	WDR5	PDIA6	327	physical
2718	WDR5	XRCC5	327	physical
2719	WDR5	SRP72	325	physical
2720	WDR5	VCP	324	physical
2721	WDR5	PSMD2	324	physical
2722	WDR5	EIF2S3	321	physical
2723	WDR5	CSE1L	320	physical
2724	WDR5	RPL7A	319	physical
2725	WDR5	RUVBL1	319	physical
2726	WDR5	EPRS	318	physical
2727	WDR5	SLC25A11	315	physical
2728	WDR5	RPL3	313	physical
2729	WDR5	HYOU1	311	physical
2730	WDR5	HSD17B12	311	physical
2731	WDR5	MAPRE1	310	physical
2732	WDR5	VDAC2	310	physical
2733	WDR5	KRT17	310	physical
2734	WDR5	SLC25A13	309	physical
2735	WDR5	RPL22	308	physical
2736	WDR5	COPG1	308	physical
2737	WDR5	SLC25A3	307	physical
2738	WDR5	RPL7	306	physical
2739	WDR5	CCT3	304	physical
2740	WDR5	XPO1	301	physical
2741	FGD5	MYH9	10883.54	physical
2742	FGD5	MYH10	8291.97	physical
2743	FGD5	EGFR	8202.64	physical
2744	FGD5	SPTAN1	7751.15	physical
2745	FGD5	DST	7222.33	physical
2746	FGD5	FLNB	7142.26	physical
2747	FGD5	AHNAK	6837.09	physical
2748	FGD5	FLNA	6655.81	physical
2749	FGD5	PLEC	6589.78	physical
2750	FGD5	CLTC	4078.75	physical
2751	FGD5	MYO1C	3031.02	physical
2752	FGD5	MYO6	2931.62	physical
2753	FGD5	FLNC	2857.22	physical
2754	FGD5	UACA	2813.18	physical
2755	FGD5	IQGAP1	2807.41	physical
2756	FGD5	KRT10	2799.78	physical
2757	FGD5	KRT9	2537.22	physical
2758	FGD5	LIMCH1	2532.91	physical
2759	FGD5	KRT1	2445.53	physical
2760	FGD5	ACTN4	2395.59	physical
2761	FGD5	KRT2	2375.02	physical
2762	FGD5	MPRIP	2315.91	physical
2763	FGD5	MYO18A	2244.56	physical
2764	FGD5	FLII	2149.44	physical
2765	FGD5	MACF1	2129.31	physical
2766	FGD5	ACTN1	2027.56	physical
2767	FGD5	MYO1B	2008.36	physical
2768	FGD5	PKM	1983.28	physical
2769	FGD5	RAI14	1974.47	physical
2770	FGD5	PPP1R12A	1915.85	physical
2771	FGD5	HSPA5	1846.39	physical
2772	FGD5	ACTB	1821.17	physical
2773	FGD5	HSPA8	1813.03	physical
2774	FGD5	KRT6A	1629.63	physical
2775	FGD5	ATP5B	1626.2	physical
2776	FGD5	ANXA2	1625.24	physical
2777	FGD5	MYO1E	1608.78	physical
2778	FGD5	KRT6B	1577.51	physical
2779	FGD5	CCT8	1558.17	physical
2780	FGD5	ENO1	1548.87	physical
2781	FGD5	CCT5	1532.92	physical
2782	FGD5	HSPD1	1519.38	physical
2783	FGD5	KRT14	1469.72	physical
2784	FGD5	ATP5A1	1442.95	physical
2785	FGD5	HSPA9	1431.08	physical
2786	FGD5	KRT5	1415.2	physical
2787	FGD5	MYH11	1403.88	physical
2788	FGD5	ALDOA	1383.82	physical
2789	FGD5	LDHA	1368.99	physical
2790	FGD5	KRT16	1347.53	physical
2791	FGD5	LMO7	1327.3	physical
2792	FGD5	ALB	1284.07	physical
2793	FGD5	CCT2	1275.28	physical
2794	FGD5	TUBB	1257.19	physical
2795	FGD5	GSN	1252.93	physical
2796	FGD5	GNB2L1	1236.83	physical
2797	FGD5	HSP90AB1	1217.94	physical
2798	FGD5	TMOD3	1216.64	physical
2799	FGD5	TCP1	1215.96	physical
2800	FGD5	DYNC1H1	1212.09	physical
2801	FGD5	CCT3	1170.34	physical
2802	FGD5	LIMA1	1166.82	physical
2803	FGD5	ACTC1	1155.25	physical
2804	FGD5	HSP90AA1	1149.89	physical
2805	FGD5	TUFM	1138.03	physical
2806	FGD5	TUBB4B	1130.8	physical
2807	FGD5	CCT4	1126.69	physical
2808	FGD5	EIF4G1	1115.95	physical
2809	FGD5	TUBA1B	1103.12	physical
2810	FGD5	ACTA1	1100	physical
2811	FGD5	CCT7	1095.62	physical
2812	FGD5	DOCK7	1093.39	physical
2813	FGD5	TUBA1A	1086.61	physical
2814	FGD5	PAICS	1074.83	physical
2815	FGD5	TJP2	1051.59	physical
2816	FGD5	MDH2	1035.63	physical
2817	FGD5	RPL7A	1021.51	physical
2818	FGD5	IARS	1020.89	physical
2819	FGD5	LDHB	1020.78	physical
2820	FGD5	SVIL	1016.78	physical
2821	FGD5	GAPDH	1010.81	physical
2822	FGD5	RPS3	1010.47	physical
2823	FGD5	FCGR1A	1000.37	physical
2824	FGD5	TPM4	1000.13	physical
2825	FGD5	MYH14	994.54	physical
2826	FGD5	TKT	988.95	physical
2827	FGD5	KRT17	988.56	physical
2828	FGD5	KRT7	985.25	physical
2829	FGD5	RRBP1	983.74	physical
2830	FGD5	FASN	972.24	physical
2831	FGD5	CCT6A	970.32	physical
2832	FGD5	EEF1D	967.5	physical
2833	FGD5	HSPA1A	961.49	physical
2834	FGD5	MET	945.38	physical
2835	FGD5	XRCC6	944.46	physical
2836	FGD5	GOT2	929.19	physical
2837	FGD5	EEF1G	927.9	physical
