Interactor_A	Interactor_B	Score	type
3528	CDK7	GTF2H4	306	physical
3529	CDK9	AIP	1122	physical
3530	CDK9	CCNT1	10914	physical
3531	CDK9	CCNT2	1938	physical
3532	CDK9	HEXIM1	1292	physical
3533	CDK9	AFF1	714	physical
3534	CDK9	AFF3	1054	physical
3535	CDK9	FKBP5	5576	physical
3536	CDK9	CDC37	6613	physical
3537	CDK9	LARP7	1122	physical
3538	CDK9	MEPCE	1292	physical
3539	CDK9	HEXIM2	306	physical
3540	CDK9	AFF4	2142	physical
3541	BLK	CNOT1	646	physical
3542	BLK	LYN	1054	physical
3543	BLK	FKBP5	646	physical
3544	BLK	CDC37	1768	physical
3545	BLK	ANKRD54	1530	physical
3546	BLK	ANAPC1	1190	physical
3547	BLK	CDC23	340	physical
3548	BLK	ANAPC5	306	physical
3549	IRAK1	HAX1	1190	physical
3550	IRAK1	URI1	510	physical
3551	IRAK1	HSPA4L	1564	physical
3552	IRAK1	GLUD1	578	physical
3553	IRAK1	DNAJB1	1088	physical
3554	IRAK1	DNAJA1	368.3333333	physical
3555	IRAK1	ACLY	952	physical
3556	IRAK1	FKBP4	301.75	physical
3557	IRAK1	FKBP5	6834	physical
3558	IRAK1	IQGAP2	442	physical
3559	IRAK1	FKBP8	816	physical
3560	IRAK1	DDB1	578	physical
3561	IRAK1	CDC37	5746	physical
3562	IRAK1	HSP90AB4P	5848	physical
3563	IRAK1	PRPF39	1156	physical
3564	IRAK1	GCN1L1	680	physical
3565	IRAK1	DNAJA3	1462	physical
3566	IRAK1	WDR92	374	physical
3567	IRAK1	DNAJC7	442	physical
3568	IRAK1	SDF4	374	physical
3569	IRAK1	RPAP3	476	physical
3570	IRAK1	FANCI	476	physical
3571	IRAK1	PIH1D1	306	physical
3572	IRAK1	AKAP8L	714	physical
3573	IRAK1	STUB1	2346	physical
3574	IRAK1	SUGT1	306	physical
3575	RPS6KA3	ROCK2	1054	physical
3576	RPS6KA3	MAPK1	1190	physical
3577	RPS6KA3	CSNK2B	1360	physical
3578	RPS6KA3	GRSF1	748	physical
3579	RPS6KA3	RPS6KA2	4998	physical
3580	RPS6KA3	PDCD6IP	2244	physical
3581	RPS6KA3	USP9X	306	physical
3582	BMX	SERPINB3	884	physical
3583	BMX	S100A7	476	physical
3584	BMX	SERPINB4	578	physical
3585	BMX	ERC1	374	physical
3586	BMX	USP24	2142	physical
3587	PRKX	FKBP5	1836	physical
3588	PRKX	CDC37	2397	physical
3589	PRKX	HSP90AB4P	544	physical
3590	NEK3	KATNB1	544	physical
3591	NEK4	FKBP5	1870	physical
3592	NEK4	CDC37	3077	physical
3593	JAK3	ANXA1	340	physical
3594	JAK3	LONP1	476	physical
3595	JAK3	FKBP5	1632	physical
3596	JAK3	HSP90AB4P	476	physical
3597	JAK3	GNAS	782	physical
3598	JAK3	DNAJA3	340	physical
3599	JAK3	RIC8B	306	physical
3600	JAK3	MAGED2	1836	physical
3601	JAK3	LAS1L	340	physical
3602	MAP2K6	MAP2K3	884	physical
3603	PLK1	C1orf226	544	physical
3604	PLK1	PPP6C	714	physical
3605	PLK1	DVL2	1122	physical
3606	PLK1	ANKRD28	1802	physical
3607	PLK1	SPAG9	4794	physical
3608	PLK1	NOS1AP	476	physical
3609	PLK1	PPP6R2	2414	physical
3610	PLK1	MYCBP2	952	physical
3611	PLK1	UBR5	3060	physical
3612	PLK1	ERCC1	510	physical
3613	PLK1	WEE1	306	physical
3614	PLK1	EPS15	1224	physical
3615	PLK1	GTF3C1	816	physical
3616	PLK1	TP53BP1	612	physical
3617	PLK1	PPP6R3	374	physical
3618	PLK1	SLX4IP	476	physical
3619	PLK1	BORA	374	physical
3620	PLK1	MPRIP	306	physical
3621	PLK1	SLX4	1564	physical
3622	PLK1	ANKRD52	374	physical
3623	PLK1	BICD2	680	physical
3624	PLK1	ERCC4	1394	physical
3625	PLK1	DVL3	340	physical
3626	PLK1	RAI14	850	physical
3627	PLK1	GTF3C4	340	physical
3628	PLK1	PPP6R1	646	physical
3629	PLK1	VPRBP	408	physical
3630	DAPK1	MYO1C	2108	physical
3631	DAPK1	SPTBN2	544	physical
3632	DAPK1	ARPC1B	918	physical
3633	DAPK1	ARPC2	646	physical
3634	DAPK1	MYO1B	1666	physical
3635	DAPK1	WDR1	2074	physical
3636	DAPK1	MYO1D	680	physical
3637	DAPK1	SVIL	2992	physical
3638	DAPK1	GSN	2788	physical
3639	DAPK1	IFI30	2074	physical
3640	DAPK1	MARK3	1020	physical
3641	DAPK1	TMOD1	578	physical
3642	DAPK1	ADD1	3808	physical
3643	DAPK1	ADD2	1054	physical
3644	DAPK1	CAPZA2	442	physical
3645	DAPK1	CAPZB	425	physical
3646	DAPK1	CAPZA1	918	physical
3647	DAPK1	ACTR3	1292	physical
3648	DAPK1	ACTR2	1190	physical
3649	DAPK1	CNTNAP1	510	physical
3650	DAPK1	NEXN	374	physical
3651	DAPK1	TWF1	646	physical
3652	DAPK1	CTTN	1156	physical
3653	DAPK1	DBN1	2754	physical
3654	DAPK1	ARPC1A	1156	physical
3655	DAPK1	CORO2A	782	physical
3656	DAPK1	TMOD3	2244	physical
3657	DAPK1	TMOD2	1054	physical
3658	DAPK1	MARK1	1938	physical
3659	DAPK1	ADD3	2244	physical
3660	DAPK1	LIMA1	2754	physical
3661	DAPK1	MYO5B	3468	physical
3662	DAPK1	MYO6	782	physical
3663	DAPK1	CORO2B	1122	physical
3664	DAPK1	SUGT1	374	physical
3665	DAPK1	SCIN	3468	physical
3666	LIMK1	HADHA	306	physical
3667	LIMK1	MKI67	3570	physical
3668	LIMK2	HAX1	340	physical
3669	LIMK2	HADHA	544	physical
3670	LIMK2	FKBP5	4250	physical
3671	LIMK2	FKBP8	476	physical
3672	LIMK2	CDC37	4913	physical
3673	LIMK2	HSP90AB4P	2618	physical
3674	LIMK2	HSP90AA4P	1564	physical
3675	LIMK2	GCN1L1	544	physical
3676	LIMK2	PPP1R14B	2958	physical
3677	LIMK2	TTC1	476	physical
3678	MAPK12	MAPK13	6222	physical
3679	MAPK12	FKBP5	1530	physical
3680	MAPK12	MAPK11	1258	physical
3681	MAPK12	GCN1L1	408	physical
3682	MAPK10	MSN	425	physical
3683	PRKAA2	PRKAB2	4012	physical
3684	PRKAA2	IPO7	680	physical
3685	PRKAA2	PRKAG1	13090	physical
3686	PRKAA2	ESYT1	374	physical
3687	PRKAA2	UBE2O	1632	physical
3688	PRKAA2	PRKAG2	3842	physical
3689	PRKAA2	PRKAB1	7004	physical
3690	SIK1	LONP1	544	physical
3691	SIK1	YWHAH	319.6	physical
3692	SIK1	GINS4	340	physical
3693	RIPK4	SERPINB3	442	physical
3694	RIPK4	FBXW11	646	physical
3695	CSNK2A1	PES1	612	physical
3696	CSNK2A1	EIF3D	680	physical
3697	CSNK2A1	CD3EAP	340	physical
3698	CSNK2A1	KDM1A	306	physical
3699	CSNK2A1	EFCAB14	816	physical
3700	CSNK2A1	EIF3J	1632	physical
3701	CSNK2A1	CSNK2A2	5712	physical
3702	CSNK2A1	CDK11B	5100	physical
3703	CSNK2A1	BRD2	4964	physical
3704	CSNK2A1	NKTR	850	physical
3705	CSNK2A1	DEK	680	physical
3706	CSNK2A1	ATRX	1054	physical
3707	CSNK2A1	PIP4K2A	306	physical
3708	CSNK2A1	DCAF7	1054	physical
3709	CSNK2A1	CSNK2B	14824	physical
3710	CSNK2A1	RING1	1428	physical
3711	CSNK2A1	PCGF3	442	physical
3712	CSNK2A1	HDGFRP2	986	physical
3713	CSNK2A1	PCGF5	578	physical
3714	CSNK2A1	ZC3H18	1326	physical
3715	CSNK2A1	YAF2	306	physical
3716	CSNK2A1	ZNF687	1632	physical
3717	CSNK2A1	RYBP	476	physical
3718	CSNK2A1	NKAP	374	physical
3719	CSNK2A1	AUTS2	340	physical
3720	CSNK2A1	RTF1	1190	physical
3721	CSNK2A1	C18orf25	2414	physical
3722	CSNK2A1	GRAMD1A	714	physical
3723	CSNK2A1	CCNL2	2074	physical
3724	CSNK2A1	CDC5L	952	physical
3725	CSNK2A1	RNF2	884	physical
3726	CSNK2A1	HIRIP3	1870	physical
3727	CSNK2A1	CCDC106	340	physical
3728	CSNK2A1	WDR12	578	physical
3729	CSNK2A1	DDX24	986	physical
3730	CSNK2A1	TSPYL1	306	physical
3731	CSNK2A1	TSPYL2	884	physical
3732	CSNK2A1	PNN	374	physical
3733	CSNK2A1	FBRS	1666	physical
3734	CSNK2A1	GPATCH2	1734	physical
3735	CSNK2A1	GPATCH2L	476	physical
3736	CSNK2A1	BCLAF1	374	physical
3737	CSNK2A1	DAXX	714	physical
3738	CSNK2A1	SAP30BP	1530	physical
3739	CSNK2A1	DDX41	544	physical
3740	CSNK2A1	CCNL1	612	physical
3741	CSNK2A1	ZMYND8	1156	physical
3742	CSNK2A1	CDK11A	4930	physical
3743	SRPK2	NOP56	986	physical
3744	SRPK2	U2SURP	340	physical
3745	SRPK2	NKRF	510	physical
3746	SRPK2	SART1	306	physical
3747	SRPK2	RRP9	476	physical
3748	SRPK2	SNRNP200	1530	physical
3749	SRPK2	LUC7L3	544	physical
3750	SRPK2	NSA2	340	physical
3751	SRPK2	STAU1	510	physical
3752	SRPK2	TOP1	476	physical
3753	SRPK2	SON	782	physical
3754	SRPK2	U2AF2	1496	physical
3755	SRPK2	RBM34	476	physical
3756	SRPK2	MFAP1	952	physical
3757	SRPK2	CEBPZ	306	physical
3758	SRPK2	SRSF11	612	physical
3759	SRPK2	PRPF4B	680	physical
3760	SRPK2	PWP1	374	physical
3761	SRPK2	GNL2	306	physical
3762	SRPK2	RBM39	1088	physical
3763	SRPK2	RRP1B	1088	physical
3764	SRPK2	PDCD11	952	physical
3765	SRPK2	BMS1	340	physical
3766	SRPK2	EFTUD2	1054	physical
3767	SRPK2	RRS1	544	physical
3768	SRPK2	ZNF326	544	physical
3769	SRPK2	RRP12	612	physical
3770	SRPK2	ATAD3B	476	physical
3771	SRPK2	PRPF8	748	physical
3772	SRPK2	DDX46	1122	physical
3773	SRPK2	DHX30	1904	physical
3774	SRPK2	PHF5A	374	physical
3775	SRPK2	SRRM1	884	physical
3776	SRPK2	KRI1	340	physical
3777	SRPK2	PRPF38A	510	physical
3778	SRPK2	DDX54	1020	physical
3779	SRPK2	DDX27	442	physical
3780	SRPK2	SRPK1	1292	physical
3781	SRPK2	CDC5L	306	physical
3782	SRPK2	EBNA1BP2	748	physical
3783	SRPK2	DDX50	578	physical
3784	SRPK2	C7orf50	374	physical
3785	SRPK2	DDX23	408	physical
3786	SRPK2	SRRT	408	physical
3787	SRPK2	GTPBP4	884	physical
3788	SRPK2	REXO4	306	physical
3789	SRPK2	DDX24	884	physical
3790	SRPK2	NAT10	680	physical
3791	SRPK2	LUC7L	476	physical
3792	SRPK2	PPAN	374	physical
3793	SRPK2	DDX18	306	physical
3794	SRPK2	RBM28	1292	physical
3795	SRPK2	LYAR	680	physical
3796	SRPK2	BCLAF1	816	physical
3797	SRPK2	PUF60	1122	physical
3798	SRPK2	MRTO4	578	physical
3799	SRPK2	SRRM2	493	physical
3800	SRPK2	LUC7L2	680	physical
3801	SRPK2	NOC2L	340	physical
3802	CSNK1G2	ZSWIM8	340	physical
3803	CSNK1G2	AHCYL1	782	physical
3804	CSNK1G2	ZRANB2	544	physical
3805	CSNK1G2	HADHA	476	physical
3806	CSNK1G2	HADHB	442	physical
3807	CSNK1G2	CSNK2A1	646	physical
3808	CSNK1G2	CTR9	408	physical
3809	CSNK1G2	NBEAL2	782	physical
3810	CSNK1G2	PAF1	476	physical
3811	CSNK1G2	CACYBP	2312	physical
3812	CSNK1G2	CSNK1G1	13362	physical
3813	CSNK1G2	GPATCH8	816	physical
3814	CSNK1G2	SRRM2	1054	physical
3815	CSNK1G2	HECTD4	2890	physical
3816	CSNK1G2	COL4A3BP	2890	physical
3817	CSNK1G2	CSNK1G3	52530	physical
3818	MAP3K9	CLTB	340	physical
3819	MAP3K9	NCS1	374	physical
3820	MAP3K9	CLINT1	612	physical
3821	MAP3K9	KIAA1804	2856	physical
3822	MAP3K9	DNAJA3	544	physical
3823	MAP3K9	WDR6	306	physical
3824	MAP3K9	STUB1	340	physical
3825	MAP3K9	MAGED2	374	physical
3826	CDKL1	H2AFY	476	physical
3827	CDKL1	FKBP5	1088	physical
3828	CDK6	CCND3	544	physical
3829	CDK6	CDKN2A	20162	physical
3830	CDK6	CDKN2B	8704	physical
3831	CDK6	CDKN2C	1904	physical
3832	CDK6	CDK5	1734	physical
3833	CDK5	FIBP	748	physical
3834	CDK5	CCNB1	1156	physical
3835	CDK5	PTK2	306	physical
3836	CDK5	C2CD5	1802	physical
3837	CDK5	CABLES1	578	physical
3838	CDK16	CDK5	3706	physical
3839	CDK16	CCNYL1	1768	physical
3840	CDK16	CCNY	408	physical
3841	CDK17	ACACB	7684	physical
3842	CDK17	ACACA	843.0454545	physical
3843	MAP2K1	RAF1	3128	physical
3844	MAP2K1	ARAF	4828	physical
3845	MAP2K1	BRAF	3162	physical
3846	MAP2K1	MAP2K2	26826	physical
3847	MAP2K1	KSR2	340	physical
3848	MAP2K1	KSR1	3842	physical
3849	MAP3K10	NDUFA8	918	physical
3850	MAP3K10	CDC37	1241	physical
3851	MAP3K10	KIAA1804	5032	physical
3852	PTK2	TGFB1I1	884	physical
3853	PTK2	PXN	1394	physical
3854	PTK2	CSNK2B	374	physical
3855	PTK2	CSNK2A1	680	physical
3856	PTK2	TCOF1	386.75	physical
3857	PTK2	DHX30	714	physical
3858	PTK2	GTPBP4	340	physical
3859	PTK2	RBM28	612	physical
3860	PRKCZ	GBAS	306	physical
3861	PRKCZ	GOT2	476	physical
3862	PRKCZ	HADHA	476	physical
3863	PRKCZ	PRKCI	1870	physical
3864	PRKCZ	PSME3	714	physical
3865	PRKCZ	GNB2	340	physical
3866	PRKCZ	SQSTM1	3264	physical
3867	PRKCZ	LLGL1	5406	physical
3868	PRKCZ	LLGL2	4862	physical
3869	PRKCZ	PARD6G	782	physical
3870	PRKCZ	PARD6B	2074	physical
3871	PRKCD	PRKCB	4590	physical
3872	PRKCD	PRKCA	4590	physical
3873	PRKCD	PRKCQ	7480	physical
3874	RNASEL	PPM1G	306	physical
3875	RNASEL	SEPSECS	3434	physical
3876	RNASEL	HIF1AN	7650	physical
3877	BTK	HCK	510	physical
3878	BTK	ANKRD54	918	physical
3879	ITK	CDC37	3910	physical
3880	TWF1	ACTR1B	442	physical
3881	TWF1	CAPZA2	612	physical
3882	TWF1	CAPZB	374	physical
3883	TWF1	CAPZA1	544	physical
3884	TWF1	GNB2	306	physical
3885	TWF1	CAP1	850	physical
3886	TWF1	DCTN2	646	physical
3887	TWF1	DBN1	510	physical
3888	PRKAA1	PRKAB2	2448	physical
3889	PRKAA1	PRKAG1	5678	physical
3890	PRKAA1	PARS2	442	physical
3891	PRKAA1	PRKAG2	1088	physical
3892	PRKAA1	PRKAB1	5168	physical
3893	MAP2K5	CDC37	1632	physical
3894	MAP2K5	MAP3K2	612	physical
3895	MAPK7	PFDN6	340	physical
3896	MAPK7	VBP1	1020	physical
3897	MAPK7	PFDN5	374	physical
3898	MAPK7	PFDN2	510	physical
3899	PAK2	EPHA5	1258	physical
3900	PAK2	CDC42	782	physical
3901	PAK2	RAC1	408	physical
3902	PAK2	PAK1	3298	physical
3903	STK3	STRN	918	physical
3904	STK3	RASSF2	2788	physical
3905	STK3	STRN3	306	physical
3906	STK3	STK4	11084	physical
3907	STK3	SLMAP	1462	physical
3908	STK3	MAP1S	1360	physical
3909	STK3	RASSF3	782	physical
3910	STK3	RASSF5	340	physical
3911	STK3	SAV1	1360	physical
3912	STK3	STRN4	306	physical
3913	STK3	RASSF1	816	physical
3914	ILK	HAX1	442	physical
3915	ILK	AIP	1122	physical
3916	ILK	GLUD1	646	physical
3917	ILK	CNP	306	physical
3918	ILK	ATP2A2	374	physical
3919	ILK	LONP1	1394	physical
3920	ILK	LIMS1	8908	physical
3921	ILK	FKBP5	7072	physical
3922	ILK	RCN2	646	physical
3923	ILK	FKBP8	442	physical
3924	ILK	RSU1	8602	physical
3925	ILK	DDB1	646	physical
3926	ILK	CDC37	1598	physical
3927	ILK	LIMS2	2380	physical
3928	ILK	CNNM3	1394	physical
3929	ILK	GCN1L1	374	physical
3930	ILK	KIAA1279	3298	physical
3931	ILK	DNAJA3	680	physical
3932	ILK	CACYBP	510	physical
3933	ILK	PARVB	2754	physical
3934	ILK	PARVA	9214	physical
3935	ILK	STOML2	408	physical
3936	ILK	STUB1	442	physical
3937	ILK	SUGT1	3434	physical
3938	TNK1	ACP1	340	physical
3939	TNK1	YWHAQ	478.4285714	physical
3940	TNK1	YWHAB	495.8333333	physical
3941	TNK1	YWHAG	728.5714286	physical
3942	TNK1	YWHAH	1020	physical
3943	RIPK1	FADD	578	physical
3944	RIPK1	SQSTM1	1666	physical
3945	RIPK1	NBR1	782	physical
3946	RIPK1	CASP8	816	physical
3947	CAMK2B	SSFA2	340	physical
3948	CAMK2B	CAMK2G	18173	physical
3949	CAMK2B	CAMK2D	25024	physical
3950	CAMK2B	ITPR2	306	physical
3951	CAMK2B	ITPR3	510	physical
3952	CAMK2G	OGT	2584	physical
3953	CAMK2G	STRN	612	physical
3954	CAMK2G	HIVEP1	340	physical
3955	CAMK2G	PDE4A	510	physical
3956	CAMK2G	SSFA2	680	physical
3957	CAMK2G	HIVEP2	1768	physical
3958	CAMK2G	ADAM17	408	physical
3959	CAMK2G	STRN3	680	physical
3960	CAMK2G	FKBP5	1632	physical
3961	CAMK2G	CAMK2B	21998	physical
3962	CAMK2G	CAMK2D	16354	physical
3963	CAMK2G	ITPR2	2210	physical
3964	CAMK2G	ITPR3	2482	physical
3965	CAMK2G	ITPR1	680	physical
3966	CAMK2G	SLMAP	952	physical
3967	CAMK2G	CMAS	340	physical
3968	CAMK2G	CAMK2N2	306	physical
3969	CAMK2G	STRN4	646	physical
3970	CAMK2G	CAMK2A	8160	physical
3971	CAMK2G	MOB4	544	physical
3972	CAMK2D	OGT	442	physical
3973	CAMK2D	PDE4A	374	physical
3974	CAMK2D	CAMK2B	26282	physical
3975	CAMK2D	CAMK2G	13396	physical
3976	CAMK2D	ITPR2	646	physical
3977	CAMK2D	ITPR3	1190	physical
3978	CAMK2D	ITPR1	340	physical
3979	CAMK2D	GCC2	1836	physical
3980	CAMK2D	TMOD3	510	physical
3981	DYRK1A	RB1	408	physical
3982	DYRK1A	DCAF7	3196	physical
3983	DYRK1A	ATAD3B	816	physical
3984	CDK13	CCNK	1054	physical
3985	CDK13	PPP5C	374	physical
3986	CDK13	FKBP5	3026	physical
3987	CDK13	CDC37	2380	physical
3988	CDK13	SUGT1	510	physical
3989	CAMK1	GLRX3	680	physical
3990	CAMK1	ARAF	986	physical
3991	CAMK1	TMPO	311.6666667	physical
3992	CAMK1	MYO9B	306	physical
3993	CAMK1	MOGS	306	physical
3994	CAMK1	CAMK1D	5814	physical
3995	CAMK1	CAMK1G	476	physical
3996	CAMK1	NLN	476	physical
3997	IKBKE	MTHFD1L	306	physical
3998	PTK2B	TGFB1I1	3230	physical
3999	PTK2B	FYN	340	physical
4000	PTK2B	PXN	3502	physical
4001	PTK2B	CPVL	788.8	physical
4002	FASTK	FKBP5	884	physical
4003	PDK1	HMGN1	306	physical
4004	PDK2	FKBP5	510	physical
4005	PDK2	PDK3	3094	physical
4006	PDK2	SUGT1	680	physical
4007	PDK3	CCT4	318.5925926	physical
4008	PDK3	STUB1	612	physical
4009	CDK10	CACYBP	340	physical
4010	CDK10	SUGT1	306	physical
4011	STK38	MOB2	2278	physical
4012	STK38	MOB1B	1190	physical
4013	RPS6KA2	MAPK1	2380	physical
4014	RPS6KA2	GRSF1	748	physical
4015	RPS6KA2	RPS6KA1	6426	physical
4016	RPS6KA2	PDCD6IP	2244	physical
4017	RPS6KA2	USP9X	578	physical
4018	RPS6KA1	FRK	14892	physical
4019	RPS6KA1	RPS6KA3	7888	physical
4020	TESK1	ACP1	510	physical
4021	TESK1	RCN2	748	physical
4022	TESK1	RABEPK	1156	physical
4023	TESK1	GRAMD1A	340	physical
4024	MYLK	STUB1	442	physical
4025	STK11	COPS2	544	physical
4026	STK11	GPS1	374	physical
4027	STK11	FKBP5	16082	physical
4028	STK11	CDC37	7038	physical
4029	STK11	COPS6	442	physical
4030	STK11	STRADA	5610	physical
4031	STK11	COPS8	306	physical
4032	STK11	STRADB	1938	physical
4033	STK11	COPS3	510	physical
4034	STK11	CAB39	1496	physical
4035	NTRK3	SFN	1071	physical
4036	NTRK3	HADHA	612	physical
4037	PKN2	HSPB1	442	physical
4038	PKN2	SERPINB3	748	physical
4039	PKN2	SERPINB4	646	physical
4040	PKN2	PNMA2	657.3333333	physical
4041	MAPK14	OBSL1	578	physical
4042	MAPK14	MAP2K3	510	physical
4043	MAPK14	MAPKAPK2	15946	physical
4044	MAPK14	MAP2K6	1054	physical
4045	MAPK14	MAPKAPK3	13396	physical
4046	MAPK14	MKNK1	578	physical
4047	CAMK4	MCM3	1530	physical
4048	CAMK4	MCM5	680	physical
4049	CAMK4	HSP90AB3P	714	physical
4050	MAPKAPK3	HERC2	544	physical
4051	MAPKAPK3	MAPKAPK2	7446	physical
4052	MAPKAPK3	MAPK11	4318	physical
4053	MAPKAPK3	MAPK14	18020	physical
4054	MAPKAPK3	SCYL1	476	physical
4055	PDK4	CNOT1	1462	physical
4056	PDK4	FRK	2278	physical
4057	PDK4	PDK3	850	physical
4058	PDK4	UHMK1	1530	physical
4059	MAPK6	HERC2	7820	physical
4060	MAPK6	CEP170	306	physical
4061	MAPK6	ATAD3B	442	physical
4062	MAPK6	MAPKAPK5	4760	physical
4063	MAPK6	NEURL4	2312	physical
4064	MAPK6	FAM115A	1156	physical
4065	LRRK1	PPP5C	374	physical
4066	LRRK1	CACYBP	1700	physical
4067	LRRK1	SUGT1	306	physical
4068	PKDCC	CCT4	342.5185185	physical
4069	TNNI3K	CDC37	2550	physical
4070	TNNI3K	HIF1AN	306	physical
4071	KIAA1804	CLTB	306	physical
4072	KIAA1804	HPCAL1	442	physical
4073	KIAA1804	MAP3K9	4964	physical
4074	KIAA1804	MAP3K10	1700	physical
4075	KIAA1804	FKBP5	1156	physical
4076	KIAA1804	CLINT1	646	physical
4077	KIAA1804	CDC37	3145	physical
4078	KIAA1804	USP9X	510	physical
4079	STYK1	ATP1A1	408	physical
4080	STYK1	CDC37	1445	physical
4081	STYK1	GRAMD1A	544	physical
4082	STYK1	SUGT1	340	physical
4083	PKN3	ARHGAP10	1496	physical
4084	PKN3	HAX1	476	physical
4085	PKN3	AIP	1156	physical
4086	PKN3	TPP1	1020	physical
4087	PKN3	UBR5	408	physical
4088	PKN3	POLR2B	340	physical
4089	PKN3	FKBP5	2278	physical
4090	PKN3	CAMK2B	1258	physical
4091	PKN3	CAMK2G	918	physical
4092	PKN3	CAMK2D	1870	physical
4093	PKN3	FKBP8	748	physical
4094	PKN3	CDC37	3451	physical
4095	PKN3	ATAD3B	408	physical
4096	PKN3	SPECC1L	1904	physical
4097	PKN3	USP9X	1972	physical
4098	PKN3	DNAJA3	408	physical
4099	PKN3	YME1L1	714	physical
4100	PKN3	NAP1L4	306	physical
4101	PKN3	WDR6	748	physical
4102	PKN3	AKAP8L	374	physical
4103	PKN3	STUB1	850	physical
4104	ULK3	AIP	1394	physical
4105	ULK3	FKBP5	1258	physical
4106	ULK3	CDC37	4879	physical
4107	ULK3	HSP90AB4P	816	physical
4108	KSR2	POLR3A	306	physical
4109	KSR2	URI1	884	physical
4110	KSR2	POLR2E	306	physical
4111	KSR2	MAP2K2	3638	physical
4112	KSR2	CDC42	306	physical
4113	KSR2	MAP2K1	4012	physical
4114	KSR2	FKBP5	850	physical
4115	KSR2	CDC37	1275	physical
4116	KSR2	WAPAL	918	physical
4117	KSR2	USP9X	476	physical
4118	KSR2	WDR92	476	physical
4119	KSR2	RPAP3	952	physical
4120	KSR2	PIH1D1	442	physical
4121	NEK10	VBP1	476	physical
4122	NEK10	PFDN2	1292	physical
4123	ERN2	LONP1	578	physical
4124	ERN2	KEAP1	1088	physical
4125	ERN2	RCN2	850	physical
4126	ERN2	SDF2L1	408	physical
4127	ERN2	UGGT1	578	physical
4128	ERN2	DNAJB11	816	physical
4129	MARK2	SOGA1	680	physical
4130	MARK2	MARK3	9282	physical
4131	MARK2	YWHAG	349.7142857	physical
4132	MARK2	YWHAH	530.4	physical
4133	MARK2	WDR6	340	physical
4134	MARK2	MTCL1	3434	physical
4135	STRADA	TIMM13	442	physical
4136	ADCK2	ILVBL	306	physical
4137	ADCK2	HAX1	476	physical
4138	ADCK2	ATP1A1	306	physical
4139	ADCK2	ATP2A2	510	physical
4140	ADCK2	DNAJB1	408	physical
4141	ADCK2	ALDH3A2	340	physical
4142	ADCK2	HSD17B12	340	physical
4143	ADCK2	ESYT1	306	physical
4144	ADCK2	TRABD	714	physical
4145	ADCK2	STUB1	1190	physical
4146	NEK8	HSPB1	442	physical
4147	NEK8	SERPINB3	544	physical
4148	NEK8	SERPINB4	510	physical
4149	NEK8	HSP90AB4P	476	physical
4150	NEK8	ANKS6	918	physical
4151	NEK8	POF1B	306	physical
4152	NEK8	CACYBP	408	physical
4153	ADCK1	FKBP5	1088	physical
4154	ADCK1	STUB1	510	physical
4155	ADCK1	SUGT1	714	physical
4156	TLK2	DYNLL1	986	physical
4157	TLK2	DYNLL2	680	physical
4158	TLK2	TLK1	6528	physical
4159	STK32C	GLUD1	408	physical
4160	STK32C	ATP1A1	306	physical
4161	STK32C	SLC3A2	544	physical
4162	STK32C	CNP	306	physical
4163	STK32C	ATP2A2	646	physical
4164	STK32C	HADHA	884	physical
4165	STK32C	ALDH3A2	306	physical
4166	STK32C	ATAD3B	408	physical
4167	STK32C	DCLK2	646	physical
4168	STK32C	CNNM3	340	physical
4169	STK32C	NUP210	306	physical
4170	STK32C	GCN1L1	340	physical
4171	STK32C	YME1L1	1020	physical
4172	STK32C	CACYBP	340	physical
4173	STK32C	AFG3L2	374	physical
4174	PIM3	MYO1C	1326	physical
4175	PIM3	MYO1B	1190	physical
4176	PIM3	HNRNPCL1	374	physical
4177	PIM3	MYO1D	782	physical
4178	PIM3	HSPB1	578	physical
4179	PIM3	CALML3	306	physical
4180	PIM3	GNB2	408	physical
4181	PIM3	DSG2	374	physical
4182	PIM3	DBN1	850	physical
4183	PIM3	GNAS	646	physical
4184	PIM3	LIMA1	340	physical
4185	MYLK4	ATP1A1	306	physical
4186	MYLK4	MTHFD1	442	physical
4187	MYLK4	MCM4	306	physical
4188	MYLK4	TRAP1	391	physical
4189	CAMK1D	CAMK1	5304	physical
4190	VRK3	PSME3	2006	physical
4191	VRK3	SQSTM1	306	physical
4192	MAP4K3	MAP4K5	306	physical
4193	CDKL3	SERPINB3	408	physical
4194	MAPKAPK5	HERC2	476	physical
4195	MAPKAPK5	MAPK4	2686	physical
4196	MAPKAPK5	MAPK6	5746	physical
4197	TEX14	ANXA1	476	physical
4198	TEX14	HSPB1	1292	physical
4199	TEX14	GSN	340	physical
4200	TEX14	CALML3	544	physical
4201	TEX14	SERPINB3	1462	physical
4202	TEX14	SFN	306	physical
4203	TEX14	TNIP1	1904	physical
4204	TEX14	CEP55	2380	physical
4205	SCYL3	COPA	578	physical
4206	SCYL3	COPG2	340	physical
4207	CDK20	HLA-C	306	physical
4208	CDK20	FKBP5	748	physical
4209	CDK20	FKBP8	306	physical
4210	CDK20	CDC37	2686	physical
4211	CDK20	HSP90AB4P	782	physical
4212	CDK20	GCN1L1	306	physical
4213	CDK20	STUB1	408	physical
4214	PDIK1L	ANXA1	510	physical
4215	PDIK1L	CTDSPL2	3332	physical
4216	PDIK1L	CDC37	3298	physical
4217	PDIK1L	C1orf174	1020	physical
