Interactor_A	Interactor_B	Score	type	org1	org2
3806	PDIK1L	ANXA1	510	physical	Homo sapiens	Homo sapiens
3807	PDIK1L	CTDSPL2	3332	physical	Homo sapiens	Homo sapiens
3808	PDIK1L	CDC37	3298	physical	Homo sapiens	Homo sapiens
3809	PDIK1L	C1orf174	1020	physical	Homo sapiens	Homo sapiens
3810	STK40	FKBP5	3672	physical	Homo sapiens	Homo sapiens
3811	STK40	RFWD2	816	physical	Homo sapiens	Homo sapiens
3812	MINK1	CNOT1	986	physical	Homo sapiens	Homo sapiens
3813	MINK1	STRN	340	physical	Homo sapiens	Homo sapiens
3814	MINK1	MAP4K4	6562	physical	Homo sapiens	Homo sapiens
3815	MINK1	LONP1	1292	physical	Homo sapiens	Homo sapiens
3816	MINK1	HADHA	1020	physical	Homo sapiens	Homo sapiens
3817	MINK1	HADHB	408	physical	Homo sapiens	Homo sapiens
3818	MINK1	STRN3	510	physical	Homo sapiens	Homo sapiens
3819	MINK1	SQSTM1	476	physical	Homo sapiens	Homo sapiens
3820	MINK1	PTRF	340	physical	Homo sapiens	Homo sapiens
3821	MINK1	USP9X	306	physical	Homo sapiens	Homo sapiens
3822	MINK1	TNKS1BP1	1258	physical	Homo sapiens	Homo sapiens
3823	MINK1	STRN4	714	physical	Homo sapiens	Homo sapiens
3824	MINK1	MOB4	578	physical	Homo sapiens	Homo sapiens
3825	DCLK2	FKBP5	544	physical	Homo sapiens	Homo sapiens
3826	DCLK2	CDC37	1411	physical	Homo sapiens	Homo sapiens
3827	DCLK2	CLASP1	544	physical	Homo sapiens	Homo sapiens
3828	DCLK2	PPP1R9B	1360	physical	Homo sapiens	Homo sapiens
3829	CAMKK1	CTSA	340	physical	Homo sapiens	Homo sapiens
3830	CAMKK1	GLB1	408	physical	Homo sapiens	Homo sapiens
3831	CAMKK1	CAMK4	340	physical	Homo sapiens	Homo sapiens
3832	CAMKV	AP3B1	306	physical	Homo sapiens	Homo sapiens
3833	CAMKV	SAP18	476	physical	Homo sapiens	Homo sapiens
3834	CAMKV	AHCYL1	3876	physical	Homo sapiens	Homo sapiens
3835	CAMKV	GPC4	1088	physical	Homo sapiens	Homo sapiens
3836	CAMKV	BRD2	408	physical	Homo sapiens	Homo sapiens
3837	CAMKV	HADHA	3910	physical	Homo sapiens	Homo sapiens
3838	CAMKV	HADHB	2346	physical	Homo sapiens	Homo sapiens
3839	CAMKV	TCOF1	807.5	physical	Homo sapiens	Homo sapiens
3840	CAMKV	FKBP5	2108	physical	Homo sapiens	Homo sapiens
3841	CAMKV	SQSTM1	340	physical	Homo sapiens	Homo sapiens
3842	CAMKV	ZC3H18	544	physical	Homo sapiens	Homo sapiens
3843	CAMKV	GLG1	833	physical	Homo sapiens	Homo sapiens
3844	CAMKV	USP9X	680	physical	Homo sapiens	Homo sapiens
3845	CAMKV	AHCYL2	2448	physical	Homo sapiens	Homo sapiens
3846	CAMKV	EAF1	306	physical	Homo sapiens	Homo sapiens
3847	CAMKV	OSBPL8	1768	physical	Homo sapiens	Homo sapiens
3848	CAMKV	PNN	2618	physical	Homo sapiens	Homo sapiens
3849	CAMKV	CWC22	374	physical	Homo sapiens	Homo sapiens
3850	CAMKV	JPH1	340	physical	Homo sapiens	Homo sapiens
3851	CAMKV	ACIN1	306	physical	Homo sapiens	Homo sapiens
3852	CAMKV	SRRM2	1921	physical	Homo sapiens	Homo sapiens
3853	CAMKV	SUGT1	442	physical	Homo sapiens	Homo sapiens
3854	HIPK4	FKBP5	5474	physical	Homo sapiens	Homo sapiens
3855	HIPK4	CDC37	5457	physical	Homo sapiens	Homo sapiens
3856	ANKK1	SERPINB3	1258	physical	Homo sapiens	Homo sapiens
3857	ANKK1	FKBP5	816	physical	Homo sapiens	Homo sapiens
3858	ANKK1	HIF1AN	714	physical	Homo sapiens	Homo sapiens
3859	ANKK1	STUB1	374	physical	Homo sapiens	Homo sapiens
3860	NEK11	CDC37	3791	physical	Homo sapiens	Homo sapiens
3861	ADCK3	CALU	306	physical	Homo sapiens	Homo sapiens
3862	ADCK3	PMPCB	1326	physical	Homo sapiens	Homo sapiens
3863	ADCK3	RPN1	612	physical	Homo sapiens	Homo sapiens
3864	ADCK3	ATP1A1	544	physical	Homo sapiens	Homo sapiens
3865	ADCK3	APOD	544	physical	Homo sapiens	Homo sapiens
3866	ADCK3	CLU	408	physical	Homo sapiens	Homo sapiens
3867	ADCK3	ATP2A2	340	physical	Homo sapiens	Homo sapiens
3868	ADCK3	LONP1	1292	physical	Homo sapiens	Homo sapiens
3869	ADCK3	ATP5O	442	physical	Homo sapiens	Homo sapiens
3870	ADCK3	BCAP31	374	physical	Homo sapiens	Homo sapiens
3871	ADCK3	PMPCA	1564	physical	Homo sapiens	Homo sapiens
3872	ADCK3	NUP210	442	physical	Homo sapiens	Homo sapiens
3873	ADCK3	GCN1L1	340	physical	Homo sapiens	Homo sapiens
3874	ADCK3	TRABD	306	physical	Homo sapiens	Homo sapiens
3875	UHMK1	CNOT1	7684	physical	Homo sapiens	Homo sapiens
3876	UHMK1	CNOT3	1190	physical	Homo sapiens	Homo sapiens
3877	UHMK1	UBR5	578	physical	Homo sapiens	Homo sapiens
3878	UHMK1	LONP1	510	physical	Homo sapiens	Homo sapiens
3879	UHMK1	VBP1	306	physical	Homo sapiens	Homo sapiens
3880	UHMK1	RNF219	476	physical	Homo sapiens	Homo sapiens
3881	UHMK1	RAVER1	646	physical	Homo sapiens	Homo sapiens
3882	UHMK1	RQCD1	1224	physical	Homo sapiens	Homo sapiens
3883	UHMK1	CNOT6L	1224	physical	Homo sapiens	Homo sapiens
3884	UHMK1	TNKS1BP1	3094	physical	Homo sapiens	Homo sapiens
3885	UHMK1	CNOT10	1632	physical	Homo sapiens	Homo sapiens
3886	UHMK1	CNOT2	1122	physical	Homo sapiens	Homo sapiens
3887	UHMK1	CNOT7	850	physical	Homo sapiens	Homo sapiens
3888	UHMK1	CNOT11	612	physical	Homo sapiens	Homo sapiens
3889	MAPK15	ALDH7A1	340	physical	Homo sapiens	Homo sapiens
3890	MAPK15	CDK5	1938	physical	Homo sapiens	Homo sapiens
3891	MAPK15	PRKCZ	306	physical	Homo sapiens	Homo sapiens
3892	MAPK15	FKBP5	952	physical	Homo sapiens	Homo sapiens
3893	MAPK15	HSP90AB4P	612	physical	Homo sapiens	Homo sapiens
3894	MAPK15	ERC1	3434	physical	Homo sapiens	Homo sapiens
3895	MAPK15	CACYBP	306	physical	Homo sapiens	Homo sapiens
3896	MAPK15	SUGT1	1156	physical	Homo sapiens	Homo sapiens
3897	BRSK1	ANKRD28	340	physical	Homo sapiens	Homo sapiens
3898	BRSK1	ACO1	510	physical	Homo sapiens	Homo sapiens
3899	BRSK1	HADHA	1292	physical	Homo sapiens	Homo sapiens
3900	BRSK1	GSK3A	884	physical	Homo sapiens	Homo sapiens
3901	BRSK1	GSK3B	1462	physical	Homo sapiens	Homo sapiens
3902	BRSK1	HADHB	544	physical	Homo sapiens	Homo sapiens
3903	BRSK1	OBSCN	830.5714286	physical	Homo sapiens	Homo sapiens
3904	BRSK1	BRSK2	1122	physical	Homo sapiens	Homo sapiens
3905	BRSK1	USP9X	340	physical	Homo sapiens	Homo sapiens
3906	BRSK1	NT5DC2	1326	physical	Homo sapiens	Homo sapiens
3907	STK35	CTDSPL2	578	physical	Homo sapiens	Homo sapiens
3908	STK35	CDC37	1666	physical	Homo sapiens	Homo sapiens
3909	STK35	C1orf174	476	physical	Homo sapiens	Homo sapiens
3910	NEK7	EML3	1156	physical	Homo sapiens	Homo sapiens
3911	NEK7	ANKS6	2516	physical	Homo sapiens	Homo sapiens
3912	NEK7	ANKS3	3366	physical	Homo sapiens	Homo sapiens
3913	NEK7	NEK8	510	physical	Homo sapiens	Homo sapiens
3914	NEK7	NEK9	4930	physical	Homo sapiens	Homo sapiens
3915	NEK7	GCN1L1	476	physical	Homo sapiens	Homo sapiens
3916	NEK7	BICC1	1802	physical	Homo sapiens	Homo sapiens
3917	NEK7	NEK6	9180	physical	Homo sapiens	Homo sapiens
3918	NEK7	SMC4	306	physical	Homo sapiens	Homo sapiens
3919	TBCK	MYO1C	1292	physical	Homo sapiens	Homo sapiens
3920	TBCK	SPTBN2	1020	physical	Homo sapiens	Homo sapiens
3921	TBCK	EPB41L2	306	physical	Homo sapiens	Homo sapiens
3922	TBCK	MYO1B	1224	physical	Homo sapiens	Homo sapiens
3923	TBCK	WDR1	476	physical	Homo sapiens	Homo sapiens
3924	TBCK	FLOT1	306	physical	Homo sapiens	Homo sapiens
3925	TBCK	MYO1D	1156	physical	Homo sapiens	Homo sapiens
3926	TBCK	SRC	578	physical	Homo sapiens	Homo sapiens
3927	TBCK	ADD1	408	physical	Homo sapiens	Homo sapiens
3928	TBCK	HADHA	442	physical	Homo sapiens	Homo sapiens
3929	TBCK	FRK	17442	physical	Homo sapiens	Homo sapiens
3930	TBCK	GNB2	476	physical	Homo sapiens	Homo sapiens
3931	TBCK	DSG2	442	physical	Homo sapiens	Homo sapiens
3932	TBCK	PLEC	2074	physical	Homo sapiens	Homo sapiens
3933	TBCK	INA	442	physical	Homo sapiens	Homo sapiens
3934	TBCK	DBN1	1292	physical	Homo sapiens	Homo sapiens
3935	TBCK	IMMT	782	physical	Homo sapiens	Homo sapiens
3936	TBCK	GNAS	374	physical	Homo sapiens	Homo sapiens
3937	TBCK	PPP1R9B	612	physical	Homo sapiens	Homo sapiens
3938	TBCK	BCLAF1	374	physical	Homo sapiens	Homo sapiens
3939	TBCK	LIMA1	884	physical	Homo sapiens	Homo sapiens
3940	GSG2	MYO1C	2686	physical	Homo sapiens	Homo sapiens
3941	GSG2	SPTBN2	476	physical	Homo sapiens	Homo sapiens
3942	GSG2	EPB41L2	306	physical	Homo sapiens	Homo sapiens
3943	GSG2	MYO1B	2380	physical	Homo sapiens	Homo sapiens
3944	GSG2	WDR1	544	physical	Homo sapiens	Homo sapiens
3945	GSG2	FLOT1	374	physical	Homo sapiens	Homo sapiens
3946	GSG2	MYO1D	2890	physical	Homo sapiens	Homo sapiens
3947	GSG2	SVIL	1020	physical	Homo sapiens	Homo sapiens
3948	GSG2	GNAI2	782	physical	Homo sapiens	Homo sapiens
3949	GSG2	FYN	340	physical	Homo sapiens	Homo sapiens
3950	GSG2	YES1	544	physical	Homo sapiens	Homo sapiens
3951	GSG2	LYN	646	physical	Homo sapiens	Homo sapiens
3952	GSG2	GNAI3	578	physical	Homo sapiens	Homo sapiens
3953	GSG2	CD59	476	physical	Homo sapiens	Homo sapiens
3954	GSG2	HADHA	306	physical	Homo sapiens	Homo sapiens
3955	GSG2	CAPZA1	340	physical	Homo sapiens	Homo sapiens
3956	GSG2	GNB1	918	physical	Homo sapiens	Homo sapiens
3957	GSG2	GNB2	884	physical	Homo sapiens	Homo sapiens
3958	GSG2	GNAI1	646	physical	Homo sapiens	Homo sapiens
3959	GSG2	DSG2	1020	physical	Homo sapiens	Homo sapiens
3960	GSG2	FLOT2	408	physical	Homo sapiens	Homo sapiens
3961	GSG2	DBN1	2210	physical	Homo sapiens	Homo sapiens
3962	GSG2	GNAS	952	physical	Homo sapiens	Homo sapiens
3963	GSG2	PPP1R9B	816	physical	Homo sapiens	Homo sapiens
3964	GSG2	WDR6	306	physical	Homo sapiens	Homo sapiens
3965	GSG2	LIMA1	2856	physical	Homo sapiens	Homo sapiens
3966	GSG2	SCIN	340	physical	Homo sapiens	Homo sapiens
3967	GRK7	FKBP8	578	physical	Homo sapiens	Homo sapiens
3968	GRK7	TESK1	680	physical	Homo sapiens	Homo sapiens
3969	GRK7	CDC37	2533	physical	Homo sapiens	Homo sapiens
3970	STK32A	FKBP5	3434	physical	Homo sapiens	Homo sapiens
3971	STK32A	CDC37	4522	physical	Homo sapiens	Homo sapiens
3972	MYO3B	RCN2	476	physical	Homo sapiens	Homo sapiens
3973	MYO3B	LBR	306	physical	Homo sapiens	Homo sapiens
3974	MYO3B	DDB1	612	physical	Homo sapiens	Homo sapiens
3975	MYO3B	DHX30	374	physical	Homo sapiens	Homo sapiens
3976	MYO3B	USP9X	476	physical	Homo sapiens	Homo sapiens
3977	MYO3B	UNC45A	6018	physical	Homo sapiens	Homo sapiens
3978	MYO3B	RPAP3	306	physical	Homo sapiens	Homo sapiens
3979	MYO3B	STUB1	374	physical	Homo sapiens	Homo sapiens
3980	TRIB2	RFWD2	884	physical	Homo sapiens	Homo sapiens
3981	DYRK2	ZSWIM8	612	physical	Homo sapiens	Homo sapiens
3982	DYRK2	TAF4	306	physical	Homo sapiens	Homo sapiens
3983	DYRK2	UBR5	8670	physical	Homo sapiens	Homo sapiens
3984	DYRK2	PRKAR1A	306	physical	Homo sapiens	Homo sapiens
3985	DYRK2	PCM1	408	physical	Homo sapiens	Homo sapiens
3986	DYRK2	RBBP5	374	physical	Homo sapiens	Homo sapiens
3987	DYRK2	DDB1	4318	physical	Homo sapiens	Homo sapiens
3988	DYRK2	XRRA1	374	physical	Homo sapiens	Homo sapiens
3989	DYRK2	LARP1	510	physical	Homo sapiens	Homo sapiens
3990	DYRK2	DHX30	374	physical	Homo sapiens	Homo sapiens
3991	DYRK2	CLASRP	306	physical	Homo sapiens	Homo sapiens
3992	DYRK2	DCAF5	476	physical	Homo sapiens	Homo sapiens
3993	DYRK2	XPNPEP3	476	physical	Homo sapiens	Homo sapiens
3994	DYRK2	BIRC6	2958	physical	Homo sapiens	Homo sapiens
3995	DYRK2	CXXC1	374	physical	Homo sapiens	Homo sapiens
3996	DYRK2	ASH2L	374	physical	Homo sapiens	Homo sapiens
3997	DYRK2	SRRM2	527	physical	Homo sapiens	Homo sapiens
3998	DYRK2	VPRBP	5576	physical	Homo sapiens	Homo sapiens
3999	CDKL2	MYO1C	306	physical	Homo sapiens	Homo sapiens
4000	CDKL2	NEFL	374	physical	Homo sapiens	Homo sapiens
4001	CDKL2	MKI67	1258	physical	Homo sapiens	Homo sapiens
4002	CDKL2	MAP4K2	1122	physical	Homo sapiens	Homo sapiens
4003	CDKL2	DSG2	544	physical	Homo sapiens	Homo sapiens
4004	CDKL2	RRP1B	578	physical	Homo sapiens	Homo sapiens
4005	CDKL2	PDCD11	544	physical	Homo sapiens	Homo sapiens
4006	CDKL2	PLEC	2142	physical	Homo sapiens	Homo sapiens
4007	CDKL2	INA	782	physical	Homo sapiens	Homo sapiens
4008	CDKL2	DBN1	374	physical	Homo sapiens	Homo sapiens
4009	CDKL2	NAT10	374	physical	Homo sapiens	Homo sapiens
4010	CDKL2	RBM28	374	physical	Homo sapiens	Homo sapiens
4011	CDKL2	BCLAF1	408	physical	Homo sapiens	Homo sapiens
4012	MAP4K1	HAX1	408	physical	Homo sapiens	Homo sapiens
4013	MAP4K1	POLR2B	374	physical	Homo sapiens	Homo sapiens
4014	MAP4K1	LONP1	306	physical	Homo sapiens	Homo sapiens
4015	MAP4K1	DDB1	578	physical	Homo sapiens	Homo sapiens
4016	MAP4K1	GCN1L1	306	physical	Homo sapiens	Homo sapiens
4017	MAP4K1	DNAJA3	408	physical	Homo sapiens	Homo sapiens
4018	MAP4K1	MMS19	340	physical	Homo sapiens	Homo sapiens
4019	MAP4K1	NUDC	408	physical	Homo sapiens	Homo sapiens
4020	SGK3	AIP	306	physical	Homo sapiens	Homo sapiens
4021	SGK3	CDC37	1751	physical	Homo sapiens	Homo sapiens
4022	SGK3	CACYBP	340	physical	Homo sapiens	Homo sapiens
4023	SGK3	SGK2	442	physical	Homo sapiens	Homo sapiens
4024	SGK3	NISCH	680	physical	Homo sapiens	Homo sapiens
4025	ULK4	FKBP8	306	physical	Homo sapiens	Homo sapiens
4026	ULK4	ATAD3B	408	physical	Homo sapiens	Homo sapiens
4027	ULK4	ERC1	2074	physical	Homo sapiens	Homo sapiens
4028	ULK4	STK36	408	physical	Homo sapiens	Homo sapiens
4029	ULK4	SUGT1	1632	physical	Homo sapiens	Homo sapiens
4030	AURKB	PSMD14	306	physical	Homo sapiens	Homo sapiens
4031	AURKB	LONP1	374	physical	Homo sapiens	Homo sapiens
4032	AURKB	FRK	3468	physical	Homo sapiens	Homo sapiens
4033	AURKB	FKBP5	3264	physical	Homo sapiens	Homo sapiens
4034	AURKB	RCN2	748	physical	Homo sapiens	Homo sapiens
4035	AURKB	CDC37	2091	physical	Homo sapiens	Homo sapiens
4036	AURKB	GCN1L1	544	physical	Homo sapiens	Homo sapiens
4037	AURKB	MRPS31	306	physical	Homo sapiens	Homo sapiens
4038	AURKB	CACYBP	714	physical	Homo sapiens	Homo sapiens
4039	AURKB	INCENP	510	physical	Homo sapiens	Homo sapiens
4040	AURKB	KCMF1	306	physical	Homo sapiens	Homo sapiens
4041	SCYL1	EIF3D	442	physical	Homo sapiens	Homo sapiens
4042	SCYL1	SEC31A	1258	physical	Homo sapiens	Homo sapiens
4043	SCYL1	IQGAP1	850	physical	Homo sapiens	Homo sapiens
4044	SCYL1	NSUN2	476	physical	Homo sapiens	Homo sapiens
4045	SCYL1	PRMT1	680	physical	Homo sapiens	Homo sapiens
4046	SCYL1	EIF3L	408	physical	Homo sapiens	Homo sapiens
4047	TSSK2	FKBP5	4012	physical	Homo sapiens	Homo sapiens
4048	TSSK2	PTGES3	2609.5	physical	Homo sapiens	Homo sapiens
4049	TSSK2	HSP90AB4P	9214	physical	Homo sapiens	Homo sapiens
4050	TSSK2	CACYBP	816	physical	Homo sapiens	Homo sapiens
4051	PSKH2	AIP	1020	physical	Homo sapiens	Homo sapiens
4052	PSKH2	GLUD1	306	physical	Homo sapiens	Homo sapiens
4053	PSKH2	EPHB2	340	physical	Homo sapiens	Homo sapiens
4054	PSKH2	HADHA	986	physical	Homo sapiens	Homo sapiens
4055	PSKH2	PPP5C	442	physical	Homo sapiens	Homo sapiens
4056	PSKH2	FKBP5	5712	physical	Homo sapiens	Homo sapiens
4057	PSKH2	PTGES3	306	physical	Homo sapiens	Homo sapiens
4058	PSKH2	CDC37	1360	physical	Homo sapiens	Homo sapiens
4059	PSKH2	HSP90AB4P	2924	physical	Homo sapiens	Homo sapiens
4060	PSKH2	HSP90AA4P	1666	physical	Homo sapiens	Homo sapiens
4061	PSKH2	DNAJC10	306	physical	Homo sapiens	Homo sapiens
4062	PSKH2	GCN1L1	714	physical	Homo sapiens	Homo sapiens
4063	PSKH2	DNAJA3	578	physical	Homo sapiens	Homo sapiens
4064	PSKH2	CACYBP	476	physical	Homo sapiens	Homo sapiens
4065	PSKH2	STUB1	578	physical	Homo sapiens	Homo sapiens
4066	PSKH2	NOP58	782	physical	Homo sapiens	Homo sapiens
4067	CAMKK2	OBSL1	5576	physical	Homo sapiens	Homo sapiens
4068	TRIB3	TIMM8A	306	physical	Homo sapiens	Homo sapiens
4069	TRIB3	DDB1	680	physical	Homo sapiens	Homo sapiens
4070	TRIB3	RFWD2	1326	physical	Homo sapiens	Homo sapiens
4071	TRIB3	TIMM13	612	physical	Homo sapiens	Homo sapiens
4072	TRIB1	DDB1	646	physical	Homo sapiens	Homo sapiens
4073	TRIB1	STK40	442	physical	Homo sapiens	Homo sapiens
4074	TRIB1	RFWD2	1190	physical	Homo sapiens	Homo sapiens
4075	TP53RK	TP53BP1	442	physical	Homo sapiens	Homo sapiens
4076	TP53RK	LAGE3	544	physical	Homo sapiens	Homo sapiens
4077	TP53RK	C14orf142	2244	physical	Homo sapiens	Homo sapiens
4078	TP53RK	OSGEP	3366	physical	Homo sapiens	Homo sapiens
4079	TP53RK	TPRKB	1326	physical	Homo sapiens	Homo sapiens
4080	TESK2	FKBP5	5542	physical	Homo sapiens	Homo sapiens
4081	TESK2	TESK1	714	physical	Homo sapiens	Homo sapiens
4082	TESK2	CDC37	4284	physical	Homo sapiens	Homo sapiens
4083	TESK2	HSP90AB4P	6154	physical	Homo sapiens	Homo sapiens
4084	TESK2	HSP90AB2P	2040	physical	Homo sapiens	Homo sapiens
4085	TESK2	C5orf42	782	physical	Homo sapiens	Homo sapiens
4086	TESK2	CACYBP	714	physical	Homo sapiens	Homo sapiens
4087	TESK2	SUGT1	1224	physical	Homo sapiens	Homo sapiens
4088	SRPK1	TOP1	357	physical	Homo sapiens	Homo sapiens
4089	SRPK1	SON	442	physical	Homo sapiens	Homo sapiens
4090	SRPK1	U2AF2	476	physical	Homo sapiens	Homo sapiens
4091	SRPK1	MFAP1	374	physical	Homo sapiens	Homo sapiens
4092	SRPK1	MAP4K2	1224	physical	Homo sapiens	Homo sapiens
4093	SRPK1	PRPF4B	782	physical	Homo sapiens	Homo sapiens
4094	SRPK1	RBM39	714	physical	Homo sapiens	Homo sapiens
4095	SRPK1	RRP1B	306	physical	Homo sapiens	Homo sapiens
4096	SRPK1	PDCD11	578	physical	Homo sapiens	Homo sapiens
4097	SRPK1	RRS1	408	physical	Homo sapiens	Homo sapiens
4098	SRPK1	ATAD3B	476	physical	Homo sapiens	Homo sapiens
4099	SRPK1	DDX46	782	physical	Homo sapiens	Homo sapiens
4100	SRPK1	DHX30	782	physical	Homo sapiens	Homo sapiens
4101	SRPK1	KRI1	306	physical	Homo sapiens	Homo sapiens
4102	SRPK1	DDX54	442	physical	Homo sapiens	Homo sapiens
4103	SRPK1	DDX27	306	physical	Homo sapiens	Homo sapiens
4104	SRPK1	EBNA1BP2	578	physical	Homo sapiens	Homo sapiens
4105	SRPK1	C7orf50	306	physical	Homo sapiens	Homo sapiens
4106	SRPK1	GTPBP4	816	physical	Homo sapiens	Homo sapiens
4107	SRPK1	NAT10	340	physical	Homo sapiens	Homo sapiens
4108	SRPK1	PPAN	408	physical	Homo sapiens	Homo sapiens
4109	SRPK1	RBM28	884	physical	Homo sapiens	Homo sapiens
4110	SRPK1	LYAR	340	physical	Homo sapiens	Homo sapiens
4111	SRPK1	BCLAF1	476	physical	Homo sapiens	Homo sapiens
4112	SRPK1	PUF60	680	physical	Homo sapiens	Homo sapiens
4113	SRPK1	MRTO4	476	physical	Homo sapiens	Homo sapiens
4114	SRPK1	SRRM2	374	physical	Homo sapiens	Homo sapiens
4115	MAP3K14	IKBKB	2856	physical	Homo sapiens	Homo sapiens
4116	MAP3K14	CHUK	1938	physical	Homo sapiens	Homo sapiens
4117	MAP3K14	NFKB2	646	physical	Homo sapiens	Homo sapiens
4118	MAP3K14	TRAF3	578	physical	Homo sapiens	Homo sapiens
4119	MAP3K14	RRP1B	374	physical	Homo sapiens	Homo sapiens
4120	MAP3K14	CDC37	2295	physical	Homo sapiens	Homo sapiens
4121	MAP3K14	DHX30	340	physical	Homo sapiens	Homo sapiens
4122	MAP3K14	EBNA1BP2	510	physical	Homo sapiens	Homo sapiens
4123	MAP3K14	RBM28	476	physical	Homo sapiens	Homo sapiens
4124	MAP3K14	IKBKG	4828	physical	Homo sapiens	Homo sapiens
4125	PIK3R4	VBP1	476	physical	Homo sapiens	Homo sapiens
4126	PIK3R4	PIK3C3	578	physical	Homo sapiens	Homo sapiens
4127	PIK3R4	PFDN2	408	physical	Homo sapiens	Homo sapiens
4128	PKMYT1	CCNB2	2788	physical	Homo sapiens	Homo sapiens
4129	PKMYT1	CDK1	6664	physical	Homo sapiens	Homo sapiens
4130	PKMYT1	CCNB1	2006	physical	Homo sapiens	Homo sapiens
4131	PKMYT1	CCNA2	510	physical	Homo sapiens	Homo sapiens
4132	PKMYT1	HADHA	340	physical	Homo sapiens	Homo sapiens
4133	MAP3K3	TRAF7	1156	physical	Homo sapiens	Homo sapiens
4134	EIF2AK1	ARRB2	442	physical	Homo sapiens	Homo sapiens
4135	EIF2AK1	FKBP5	2448	physical	Homo sapiens	Homo sapiens
4136	EIF2AK1	CDC37	3349	physical	Homo sapiens	Homo sapiens
4137	EIF2AK1	CACYBP	408	physical	Homo sapiens	Homo sapiens
4138	EIF2AK1	STUB1	306	physical	Homo sapiens	Homo sapiens
4139	RIOK1	PRMT5	40902	physical	Homo sapiens	Homo sapiens
4140	RIOK1	WIZ	544	physical	Homo sapiens	Homo sapiens
4141	RIOK1	ACP1	476	physical	Homo sapiens	Homo sapiens
4142	RIOK1	CLNS1A	646	physical	Homo sapiens	Homo sapiens
4143	RIOK1	WDR77	8126	physical	Homo sapiens	Homo sapiens
4144	RIOK1	COPRS	306	physical	Homo sapiens	Homo sapiens
4145	RIOK1	EPB41L3	646	physical	Homo sapiens	Homo sapiens
4146	RIOK1	FARP1	340	physical	Homo sapiens	Homo sapiens
4147	MKNK1	MAPK1	544	physical	Homo sapiens	Homo sapiens
4148	MKNK1	FRK	2278	physical	Homo sapiens	Homo sapiens
4149	MKNK1	EIF4G1	578	physical	Homo sapiens	Homo sapiens
4150	MKNK1	MAPK14	1462	physical	Homo sapiens	Homo sapiens
4151	MKNK1	MKNK2	1394	physical	Homo sapiens	Homo sapiens
4152	CDK19	MED14	2584	physical	Homo sapiens	Homo sapiens
4153	CDK19	MED24	1190	physical	Homo sapiens	Homo sapiens
4154	CDK19	CCNC	544	physical	Homo sapiens	Homo sapiens
4155	CDK19	MED1	1598	physical	Homo sapiens	Homo sapiens
4156	CDK19	CDC37	1207	physical	Homo sapiens	Homo sapiens
4157	CDK19	MED13L	1122	physical	Homo sapiens	Homo sapiens
4158	CDK19	MED12L	646	physical	Homo sapiens	Homo sapiens
4159	CDK19	ERC1	2006	physical	Homo sapiens	Homo sapiens
4160	CDK19	MED12	4692	physical	Homo sapiens	Homo sapiens
4161	CDK19	MED15	714	physical	Homo sapiens	Homo sapiens
4162	CDK19	MED4	850	physical	Homo sapiens	Homo sapiens
4163	CDK19	MED17	1122	physical	Homo sapiens	Homo sapiens
4164	CDK19	MED13	2312	physical	Homo sapiens	Homo sapiens
4165	CDK19	MED23	1292	physical	Homo sapiens	Homo sapiens
4166	CDK19	MED16	952	physical	Homo sapiens	Homo sapiens
4167	TSSK6	HAX1	476	physical	Homo sapiens	Homo sapiens
4168	TSSK6	FKBP5	4488	physical	Homo sapiens	Homo sapiens
4169	TSSK6	CDC37	3672	physical	Homo sapiens	Homo sapiens
4170	TSSK6	HSP90AA5P	1258	physical	Homo sapiens	Homo sapiens
4171	TSSK1B	ST13	340	physical	Homo sapiens	Homo sapiens
4172	TSSK1B	PRKCE	935	physical	Homo sapiens	Homo sapiens
4173	TSSK1B	FKBP4	352.75	physical	Homo sapiens	Homo sapiens
4174	TSSK1B	FKBP5	3876	physical	Homo sapiens	Homo sapiens
4175	TSSK1B	PTGES3	314.5	physical	Homo sapiens	Homo sapiens
4176	TSSK1B	CACYBP	1462	physical	Homo sapiens	Homo sapiens
4177	TSSK1B	STUB1	646	physical	Homo sapiens	Homo sapiens
4178	TSSK1B	SUGT1	748	physical	Homo sapiens	Homo sapiens
4179	WNK3	PIK3C2A	2278	physical	Homo sapiens	Homo sapiens
4180	WNK3	GAK	306	physical	Homo sapiens	Homo sapiens
4181	WNK3	AP2A2	1360	physical	Homo sapiens	Homo sapiens
4182	WNK3	AP2A1	2380	physical	Homo sapiens	Homo sapiens
4183	WNK3	CLTB	884	physical	Homo sapiens	Homo sapiens
4184	WNK3	IGF2R	714	physical	Homo sapiens	Homo sapiens
4185	WNK3	EPS15	408	physical	Homo sapiens	Homo sapiens
4186	WNK3	CLTCL1	4148	physical	Homo sapiens	Homo sapiens
4187	WNK3	AP2B1	1734	physical	Homo sapiens	Homo sapiens
4188	WNK3	AP1B1	340	physical	Homo sapiens	Homo sapiens
4189	WNK3	CLINT1	1462	physical	Homo sapiens	Homo sapiens
4190	WNK3	RALBP1	340	physical	Homo sapiens	Homo sapiens
4191	WNK3	AP2M1	952	physical	Homo sapiens	Homo sapiens
4192	WNK3	WNK1	20536	physical	Homo sapiens	Homo sapiens
4193	WNK3	BMP2K	816	physical	Homo sapiens	Homo sapiens
4194	WNK3	WNK2	12138	physical	Homo sapiens	Homo sapiens
4195	STK33	SCO2	374	physical	Homo sapiens	Homo sapiens
