Interactor_A	Interactor_B	Score	type	org1	org2
2766	SRC	APOD	408	physical	Homo sapiens	Homo sapiens
2767	SRC	LYN	1394	physical	Homo sapiens	Homo sapiens
2768	SRC	FGR	1088	physical	Homo sapiens	Homo sapiens
2769	SRC	CDC37	1292	physical	Homo sapiens	Homo sapiens
2770	BRAF	YWHAB	470.3333333	physical	Homo sapiens	Homo sapiens
2771	BRAF	MAP2K2	4318	physical	Homo sapiens	Homo sapiens
2772	BRAF	YWHAG	480.8571429	physical	Homo sapiens	Homo sapiens
2773	BRAF	MAP2K1	5270	physical	Homo sapiens	Homo sapiens
2774	BRAF	YWHAH	625.6	physical	Homo sapiens	Homo sapiens
2775	PHKG2	AGL	340	physical	Homo sapiens	Homo sapiens
2776	PHKG2	PHKA2	29172	physical	Homo sapiens	Homo sapiens
2777	PHKG2	PHKA1	27030	physical	Homo sapiens	Homo sapiens
2778	PHKG2	ZC3H15	374	physical	Homo sapiens	Homo sapiens
2779	PHKG2	PHKB	10438	physical	Homo sapiens	Homo sapiens
2780	PHKG2	DRG1	340	physical	Homo sapiens	Homo sapiens
2781	FER	CDC37	2839	physical	Homo sapiens	Homo sapiens
2782	PRKCA	PRKCB	1462	physical	Homo sapiens	Homo sapiens
2783	PRKACA	PRKAR1A	39950	physical	Homo sapiens	Homo sapiens
2784	PRKACA	PRKAR2A	21556	physical	Homo sapiens	Homo sapiens
2785	PRKACA	PRKACB	20842	physical	Homo sapiens	Homo sapiens
2786	PRKACA	AKAP5	1326	physical	Homo sapiens	Homo sapiens
2787	PRKACA	PRKAR1B	5814	physical	Homo sapiens	Homo sapiens
2788	PRKACA	PRKAR2B	18870	physical	Homo sapiens	Homo sapiens
2789	PRKACA	PKIA	510	physical	Homo sapiens	Homo sapiens
2790	PRKACA	PDE7A	782	physical	Homo sapiens	Homo sapiens
2791	PRKACA	PDE4DIP	1530	physical	Homo sapiens	Homo sapiens
2792	PRKACA	AKAP1	3468	physical	Homo sapiens	Homo sapiens
2793	PRKACA	AKAP9	7956	physical	Homo sapiens	Homo sapiens
2794	PRKACA	AASDHPPT	306	physical	Homo sapiens	Homo sapiens
2795	PRKACA	AKAP11	9588	physical	Homo sapiens	Homo sapiens
2796	PRKACA	USP22	306	physical	Homo sapiens	Homo sapiens
2797	PRKACA	PALM2-AKAP2	306	physical	Homo sapiens	Homo sapiens
2798	EIF2AK2	PRKRA	714	physical	Homo sapiens	Homo sapiens
2799	EIF2AK2	ADAR	1768	physical	Homo sapiens	Homo sapiens
2800	EIF2AK2	GNL2	306	physical	Homo sapiens	Homo sapiens
2801	EIF2AK2	RRP1B	408	physical	Homo sapiens	Homo sapiens
2802	EIF2AK2	PDCD11	408	physical	Homo sapiens	Homo sapiens
2803	EIF2AK2	DHX30	1224	physical	Homo sapiens	Homo sapiens
2804	EIF2AK2	DDX54	442	physical	Homo sapiens	Homo sapiens
2805	EIF2AK2	DDX27	340	physical	Homo sapiens	Homo sapiens
2806	EIF2AK2	STRBP	680	physical	Homo sapiens	Homo sapiens
2807	EIF2AK2	EBNA1BP2	578	physical	Homo sapiens	Homo sapiens
2808	EIF2AK2	GTPBP4	612	physical	Homo sapiens	Homo sapiens
2809	EIF2AK2	NAT10	408	physical	Homo sapiens	Homo sapiens
2810	EIF2AK2	RBM28	578	physical	Homo sapiens	Homo sapiens
2811	EIF2AK2	LYAR	306	physical	Homo sapiens	Homo sapiens
2812	CSNK2A2	PES1	476	physical	Homo sapiens	Homo sapiens
2813	CSNK2A2	EIF3D	408	physical	Homo sapiens	Homo sapiens
2814	CSNK2A2	EFCAB14	884	physical	Homo sapiens	Homo sapiens
2815	CSNK2A2	EIF3J	1972	physical	Homo sapiens	Homo sapiens
2816	CSNK2A2	POLR1A	306	physical	Homo sapiens	Homo sapiens
2817	CSNK2A2	CDK11B	2516	physical	Homo sapiens	Homo sapiens
2818	CSNK2A2	BRD2	1632	physical	Homo sapiens	Homo sapiens
2819	CSNK2A2	DEK	850	physical	Homo sapiens	Homo sapiens
2820	CSNK2A2	HADHA	1700	physical	Homo sapiens	Homo sapiens
2821	CSNK2A2	ATRX	408	physical	Homo sapiens	Homo sapiens
2822	CSNK2A2	PIP4K2A	408	physical	Homo sapiens	Homo sapiens
2823	CSNK2A2	HADHB	1156	physical	Homo sapiens	Homo sapiens
2824	CSNK2A2	DCAF7	1224	physical	Homo sapiens	Homo sapiens
2825	CSNK2A2	CSNK2B	8874	physical	Homo sapiens	Homo sapiens
2826	CSNK2A2	CSNK2A1	5780	physical	Homo sapiens	Homo sapiens
2827	CSNK2A2	RING1	1530	physical	Homo sapiens	Homo sapiens
2828	CSNK2A2	GTF3C1	408	physical	Homo sapiens	Homo sapiens
2829	CSNK2A2	HDAC1	306	physical	Homo sapiens	Homo sapiens
2830	CSNK2A2	RRP1B	408	physical	Homo sapiens	Homo sapiens
2831	CSNK2A2	CHD4	578	physical	Homo sapiens	Homo sapiens
2832	CSNK2A2	PCGF3	918	physical	Homo sapiens	Homo sapiens
2833	CSNK2A2	ATAD3B	510	physical	Homo sapiens	Homo sapiens
2834	CSNK2A2	HDGFRP2	1020	physical	Homo sapiens	Homo sapiens
2835	CSNK2A2	PCGF5	714	physical	Homo sapiens	Homo sapiens
2836	CSNK2A2	YAF2	510	physical	Homo sapiens	Homo sapiens
2837	CSNK2A2	ZNF687	1190	physical	Homo sapiens	Homo sapiens
2838	CSNK2A2	NKAP	442	physical	Homo sapiens	Homo sapiens
2839	CSNK2A2	RTF1	442	physical	Homo sapiens	Homo sapiens
2840	CSNK2A2	HDAC2	408	physical	Homo sapiens	Homo sapiens
2841	CSNK2A2	C18orf25	1530	physical	Homo sapiens	Homo sapiens
2842	CSNK2A2	GRAMD1A	340	physical	Homo sapiens	Homo sapiens
2843	CSNK2A2	CCNL2	714	physical	Homo sapiens	Homo sapiens
2844	CSNK2A2	CDC5L	918	physical	Homo sapiens	Homo sapiens
2845	CSNK2A2	RNF2	1020	physical	Homo sapiens	Homo sapiens
2846	CSNK2A2	HIRIP3	1530	physical	Homo sapiens	Homo sapiens
2847	CSNK2A2	OSBPL8	952	physical	Homo sapiens	Homo sapiens
2848	CSNK2A2	DDX24	714	physical	Homo sapiens	Homo sapiens
2849	CSNK2A2	TSPYL1	374	physical	Homo sapiens	Homo sapiens
2850	CSNK2A2	TSPYL2	408	physical	Homo sapiens	Homo sapiens
2851	CSNK2A2	FBRS	1394	physical	Homo sapiens	Homo sapiens
2852	CSNK2A2	GPATCH2	1156	physical	Homo sapiens	Homo sapiens
2853	CSNK2A2	GPATCH2L	306	physical	Homo sapiens	Homo sapiens
2854	CSNK2A2	LYAR	442	physical	Homo sapiens	Homo sapiens
2855	CSNK2A2	SAP30BP	748	physical	Homo sapiens	Homo sapiens
2856	CSNK2A2	DDX41	1190	physical	Homo sapiens	Homo sapiens
2857	CSNK2A2	CCNL1	340	physical	Homo sapiens	Homo sapiens
2858	CSNK2A2	ZMYND8	680	physical	Homo sapiens	Homo sapiens
2859	MAK	KIAA0556	1088	physical	Homo sapiens	Homo sapiens
2860	MAK	FKBP5	748	physical	Homo sapiens	Homo sapiens
2861	MAK	EIF3L	510	physical	Homo sapiens	Homo sapiens
2862	PRKACG	HAX1	612	physical	Homo sapiens	Homo sapiens
2863	PRKACG	DNAJB6	476	physical	Homo sapiens	Homo sapiens
2864	PRKACG	PRKAR2A	816	physical	Homo sapiens	Homo sapiens
2865	PRKACG	DNAJB1	374	physical	Homo sapiens	Homo sapiens
2866	PRKACG	PRKAR2B	544	physical	Homo sapiens	Homo sapiens
2867	PRKACG	DNAJA1	493	physical	Homo sapiens	Homo sapiens
2868	PRKACG	PPP5C	340	physical	Homo sapiens	Homo sapiens
2869	PRKACG	FKBP5	5814	physical	Homo sapiens	Homo sapiens
2870	PRKACG	FKBP8	374	physical	Homo sapiens	Homo sapiens
2871	PRKACG	DDB1	578	physical	Homo sapiens	Homo sapiens
2872	PRKACG	CDC37	1207	physical	Homo sapiens	Homo sapiens
2873	PRKACG	DNAJA3	442	physical	Homo sapiens	Homo sapiens
2874	PRKACG	CLPB	306	physical	Homo sapiens	Homo sapiens
2875	PRKACG	CACYBP	578	physical	Homo sapiens	Homo sapiens
2876	PRKACG	STUB1	1156	physical	Homo sapiens	Homo sapiens
2877	PRKACG	SUGT1	1734	physical	Homo sapiens	Homo sapiens
2878	PRKACB	PRKAR1A	31756	physical	Homo sapiens	Homo sapiens
2879	PRKACB	MYH6	374	physical	Homo sapiens	Homo sapiens
2880	PRKACB	PRKAR2A	10948	physical	Homo sapiens	Homo sapiens
2881	PRKACB	PRKACA	15368	physical	Homo sapiens	Homo sapiens
2882	PRKACB	AKAP5	510	physical	Homo sapiens	Homo sapiens
2883	PRKACB	PRKAR1B	3536	physical	Homo sapiens	Homo sapiens
2884	PRKACB	PRKAR2B	11016	physical	Homo sapiens	Homo sapiens
2885	PRKACB	DYRK1A	374	physical	Homo sapiens	Homo sapiens
2886	PRKACB	PDE4DIP	884	physical	Homo sapiens	Homo sapiens
2887	PRKACB	AKAP1	1734	physical	Homo sapiens	Homo sapiens
2888	PRKACB	AKAP9	6562	physical	Homo sapiens	Homo sapiens
2889	PRKACB	AKAP11	6528	physical	Homo sapiens	Homo sapiens
2890	PRKACB	MYH2	578	physical	Homo sapiens	Homo sapiens
2891	ADRBK1	FRK	18258	physical	Homo sapiens	Homo sapiens
2892	MAPK3	RPS6KA5	1734	physical	Homo sapiens	Homo sapiens
2893	MAPK3	LTN1	1224	physical	Homo sapiens	Homo sapiens
2894	MAPK3	TUBG1	612	physical	Homo sapiens	Homo sapiens
2895	MAPK3	MAPK1	19278	physical	Homo sapiens	Homo sapiens
2896	MAPK3	LIMS1	476	physical	Homo sapiens	Homo sapiens
2897	MAPK3	DHPS	7650	physical	Homo sapiens	Homo sapiens
2898	MAPK3	RPS6KA3	9146	physical	Homo sapiens	Homo sapiens
2899	MAPK3	ILK	374	physical	Homo sapiens	Homo sapiens
2900	MAPK3	RPS6KA2	3060	physical	Homo sapiens	Homo sapiens
2901	MAPK3	RSU1	408	physical	Homo sapiens	Homo sapiens
2902	MAPK3	RPS6KA1	8126	physical	Homo sapiens	Homo sapiens
2903	MAPK3	DUSP6	1224	physical	Homo sapiens	Homo sapiens
2904	MAPK3	DUSP7	1564	physical	Homo sapiens	Homo sapiens
2905	MAPK3	TLK2	3332	physical	Homo sapiens	Homo sapiens
2906	MAPK3	PDCD6IP	1836	physical	Homo sapiens	Homo sapiens
2907	MAPK3	DUSP9	3026	physical	Homo sapiens	Homo sapiens
2908	MAPK3	PARVA	340	physical	Homo sapiens	Homo sapiens
2909	MAPK3	RPS6KA6	1836	physical	Homo sapiens	Homo sapiens
2910	MAPK3	TLK1	1020	physical	Homo sapiens	Homo sapiens
2911	MARK3	SOGA1	680	physical	Homo sapiens	Homo sapiens
2912	MARK3	YWHAG	393.4285714	physical	Homo sapiens	Homo sapiens
2913	MARK3	YWHAH	584.8	physical	Homo sapiens	Homo sapiens
2914	MARK3	G3BP1	578	physical	Homo sapiens	Homo sapiens
2915	MARK3	DLG5	986	physical	Homo sapiens	Homo sapiens
2916	MARK3	ARHGEF2	306	physical	Homo sapiens	Homo sapiens
2917	MARK3	MARK4	2652	physical	Homo sapiens	Homo sapiens
2918	MARK3	MTCL1	2108	physical	Homo sapiens	Homo sapiens
2919	MAPK1	RPS6KA3	782	physical	Homo sapiens	Homo sapiens
2920	AXL	CST4	374	physical	Homo sapiens	Homo sapiens
2921	AXL	AMY1A	306	physical	Homo sapiens	Homo sapiens
2922	AXL	DNAJB1	408	physical	Homo sapiens	Homo sapiens
2923	AXL	HADHA	544	physical	Homo sapiens	Homo sapiens
2924	AXL	BAG6	578	physical	Homo sapiens	Homo sapiens
2925	AXL	HADHB	306	physical	Homo sapiens	Homo sapiens
2926	MAPK4	AHCYL1	748	physical	Homo sapiens	Homo sapiens
2927	MAPK4	FKBP5	4590	physical	Homo sapiens	Homo sapiens
2928	MAPK4	CDC37	4896	physical	Homo sapiens	Homo sapiens
2929	MAPK4	ATAD3B	476	physical	Homo sapiens	Homo sapiens
2930	MAPK4	FASTKD5	1666	physical	Homo sapiens	Homo sapiens
2931	MAPK4	PLEKHH3	1972	physical	Homo sapiens	Homo sapiens
2932	MAPK4	ERC1	476	physical	Homo sapiens	Homo sapiens
2933	MAPK4	MAPKAPK5	4080	physical	Homo sapiens	Homo sapiens
2934	MAPK4	DNAJC10	510	physical	Homo sapiens	Homo sapiens
2935	MAPK4	AHCYL2	884	physical	Homo sapiens	Homo sapiens
2936	MAPK4	SLC25A10	340	physical	Homo sapiens	Homo sapiens
2937	GRK4	FRK	8024	physical	Homo sapiens	Homo sapiens
2938	MAP2K2	RAF1	6154	physical	Homo sapiens	Homo sapiens
2939	MAP2K2	ARAF	6494	physical	Homo sapiens	Homo sapiens
2940	MAP2K2	BRAF	5372	physical	Homo sapiens	Homo sapiens
2941	MAP2K2	MAP2K1	22032	physical	Homo sapiens	Homo sapiens
2942	MAP2K2	KSR1	3842	physical	Homo sapiens	Homo sapiens
2943	FLT3	CLGN	578	physical	Homo sapiens	Homo sapiens
2944	FLT3	HLA-A	476	physical	Homo sapiens	Homo sapiens
2945	FLT3	HLA-C	544	physical	Homo sapiens	Homo sapiens
2946	FLT3	CANX	1227.090909	physical	Homo sapiens	Homo sapiens
2947	PIK3CB	PIK3R2	884	physical	Homo sapiens	Homo sapiens
2948	PIK3CB	PIK3R1	2074	physical	Homo sapiens	Homo sapiens
2949	ABL2	CDC37	3417	physical	Homo sapiens	Homo sapiens
2950	FRK	IMMT	374	physical	Homo sapiens	Homo sapiens
2951	FRK	DHX30	306	physical	Homo sapiens	Homo sapiens
2952	GRK6	HAX1	714	physical	Homo sapiens	Homo sapiens
2953	GRK6	URI1	340	physical	Homo sapiens	Homo sapiens
2954	GRK6	GLUD1	408	physical	Homo sapiens	Homo sapiens
2955	GRK6	GRK4	2754	physical	Homo sapiens	Homo sapiens
2956	GRK6	RAD23B	442	physical	Homo sapiens	Homo sapiens
2957	GRK6	FKBP5	1292	physical	Homo sapiens	Homo sapiens
2958	GRK6	RCN2	544	physical	Homo sapiens	Homo sapiens
2959	GRK6	FKBP8	816	physical	Homo sapiens	Homo sapiens
2960	GRK6	DDB1	986	physical	Homo sapiens	Homo sapiens
2961	GRK6	CDC37	1224	physical	Homo sapiens	Homo sapiens
2962	GRK6	HSP90AB4P	3230	physical	Homo sapiens	Homo sapiens
2963	GRK6	DNAJC10	306	physical	Homo sapiens	Homo sapiens
2964	GRK6	GCN1L1	646	physical	Homo sapiens	Homo sapiens
2965	GRK6	DNAJA3	680	physical	Homo sapiens	Homo sapiens
2966	GRK6	WDR92	306	physical	Homo sapiens	Homo sapiens
2967	GRK6	MMS19	306	physical	Homo sapiens	Homo sapiens
2968	GRK6	DNAJC7	952	physical	Homo sapiens	Homo sapiens
2969	GRK6	TRABD	476	physical	Homo sapiens	Homo sapiens
2970	GRK6	RPAP3	340	physical	Homo sapiens	Homo sapiens
2971	GRK6	STUB1	714	physical	Homo sapiens	Homo sapiens
2972	GRK6	NUDC	408	physical	Homo sapiens	Homo sapiens
2973	GRK6	SUGT1	986	physical	Homo sapiens	Homo sapiens
2974	SYK	PPP2R1B	714	physical	Homo sapiens	Homo sapiens
2975	SYK	HADHA	986	physical	Homo sapiens	Homo sapiens
2976	SYK	SKIV2L2	476	physical	Homo sapiens	Homo sapiens
2977	SYK	HADHB	510	physical	Homo sapiens	Homo sapiens
2978	SYK	RPS15	340	physical	Homo sapiens	Homo sapiens
2979	SYK	RRP1B	748	physical	Homo sapiens	Homo sapiens
2980	SYK	FAM175B	578	physical	Homo sapiens	Homo sapiens
2981	SYK	RRP12	578	physical	Homo sapiens	Homo sapiens
2982	SYK	SMEK1	306	physical	Homo sapiens	Homo sapiens
2983	SYK	LARP1	680	physical	Homo sapiens	Homo sapiens
2984	SYK	TRMT1L	816	physical	Homo sapiens	Homo sapiens
2985	SYK	MTDH	306	physical	Homo sapiens	Homo sapiens
2986	SYK	DDX54	408	physical	Homo sapiens	Homo sapiens
2987	SYK	PTCD3	306	physical	Homo sapiens	Homo sapiens
2988	SYK	ZFR	476	physical	Homo sapiens	Homo sapiens
2989	SYK	EBNA1BP2	714	physical	Homo sapiens	Homo sapiens
2990	SYK	DDX24	374	physical	Homo sapiens	Homo sapiens
2991	SYK	PPAN	476	physical	Homo sapiens	Homo sapiens
2992	SYK	RBM28	306	physical	Homo sapiens	Homo sapiens
2993	SYK	BRE	306	physical	Homo sapiens	Homo sapiens
2994	SYK	USP25	6120	physical	Homo sapiens	Homo sapiens
2995	SYK	NOC2L	340	physical	Homo sapiens	Homo sapiens
2996	MAPK8	WDR62	442	physical	Homo sapiens	Homo sapiens
2997	MAPK9	WDR62	3332	physical	Homo sapiens	Homo sapiens
2998	MAP2K4	CNDP2	544	physical	Homo sapiens	Homo sapiens
2999	MAP2K3	PRKCH	510	physical	Homo sapiens	Homo sapiens
3000	MAP2K3	MAP2K2	952	physical	Homo sapiens	Homo sapiens
3001	CSNK1A1	FAM83G	2686	physical	Homo sapiens	Homo sapiens
3002	CSNK1A1	SEC16A	408	physical	Homo sapiens	Homo sapiens
3003	CSNK1A1	HTATSF1	634.6666667	physical	Homo sapiens	Homo sapiens
3004	CSNK1A1	LIG4	748	physical	Homo sapiens	Homo sapiens
3005	CSNK1A1	XRCC4	442	physical	Homo sapiens	Homo sapiens
3006	CSNK1A1	FKBP5	680	physical	Homo sapiens	Homo sapiens
3007	CSNK1A1	GAPVD1	4828	physical	Homo sapiens	Homo sapiens
3008	CSNK1A1	FAM83B	1632	physical	Homo sapiens	Homo sapiens
3009	CSNK1A1	ZNF618	1190	physical	Homo sapiens	Homo sapiens
3010	CSNK1A1	FAM83H	2448	physical	Homo sapiens	Homo sapiens
3011	CSNK1A1	USP34	1190	physical	Homo sapiens	Homo sapiens
3012	CSNK1A1	DDX46	1258	physical	Homo sapiens	Homo sapiens
3013	CSNK1A1	EPM2AIP1	918	physical	Homo sapiens	Homo sapiens
3014	CSNK1A1	PHF5A	408	physical	Homo sapiens	Homo sapiens
3015	CSNK1A1	UNC45A	510	physical	Homo sapiens	Homo sapiens
3016	CSNK1A1	CACYBP	306	physical	Homo sapiens	Homo sapiens
3017	CSNK1A1	FKBPL	918	physical	Homo sapiens	Homo sapiens
3018	CSNK1A1	RASAL2	1904	physical	Homo sapiens	Homo sapiens
3019	CSNK1A1	DBR1	306	physical	Homo sapiens	Homo sapiens
3020	CSNK1D	PER1	1428	physical	Homo sapiens	Homo sapiens
3021	CSNK1D	IKBKAP	646	physical	Homo sapiens	Homo sapiens
3022	CSNK1D	MCC	1258	physical	Homo sapiens	Homo sapiens
3023	CSNK1D	CSNK1A1	340	physical	Homo sapiens	Homo sapiens
3024	CSNK1D	RAD23A	612	physical	Homo sapiens	Homo sapiens
3025	CSNK1D	RAD23B	612	physical	Homo sapiens	Homo sapiens
3026	CSNK1D	WDR5	374	physical	Homo sapiens	Homo sapiens
3027	CSNK1D	GAPVD1	7684	physical	Homo sapiens	Homo sapiens
3028	CSNK1D	CRY1	476	physical	Homo sapiens	Homo sapiens
3029	CSNK1D	FAM110C	374	physical	Homo sapiens	Homo sapiens
3030	CSNK1D	KLHL22	1122	physical	Homo sapiens	Homo sapiens
3031	CSNK1D	FAM83B	680	physical	Homo sapiens	Homo sapiens
3032	CSNK1D	FAM199X	306	physical	Homo sapiens	Homo sapiens
3033	CSNK1D	FAM83H	2890	physical	Homo sapiens	Homo sapiens
3034	CSNK1D	ARHGAP22	340	physical	Homo sapiens	Homo sapiens
3035	CSNK1D	VPS13B	4930	physical	Homo sapiens	Homo sapiens
3036	CSNK1D	FAM110B	1020	physical	Homo sapiens	Homo sapiens
3037	CSNK1D	FAM110A	748	physical	Homo sapiens	Homo sapiens
3038	CSNK1D	UNC45A	1564	physical	Homo sapiens	Homo sapiens
3039	CSNK1D	DBNDD1	510	physical	Homo sapiens	Homo sapiens
3040	CSNK1D	STOX2	476	physical	Homo sapiens	Homo sapiens
3041	CSNK1D	FKBPL	952	physical	Homo sapiens	Homo sapiens
3042	CSNK1D	RASAL2	3434	physical	Homo sapiens	Homo sapiens
3043	CSNK1D	SNX24	680	physical	Homo sapiens	Homo sapiens
3044	CDK8	MED14	782	physical	Homo sapiens	Homo sapiens
3045	CDK8	MED24	952	physical	Homo sapiens	Homo sapiens
3046	CDK8	MED6	374	physical	Homo sapiens	Homo sapiens
3047	CDK8	CCNC	442	physical	Homo sapiens	Homo sapiens
3048	CDK8	MED1	612	physical	Homo sapiens	Homo sapiens
3049	CDK8	CDC37	1598	physical	Homo sapiens	Homo sapiens
3050	CDK8	MED13L	374	physical	Homo sapiens	Homo sapiens
3051	CDK8	MED12	2482	physical	Homo sapiens	Homo sapiens
3052	CDK8	MED15	544	physical	Homo sapiens	Homo sapiens
3053	CDK8	MED4	510	physical	Homo sapiens	Homo sapiens
3054	CDK8	MED17	748	physical	Homo sapiens	Homo sapiens
3055	CDK8	MED13	1054	physical	Homo sapiens	Homo sapiens
3056	CDK8	MED23	510	physical	Homo sapiens	Homo sapiens
3057	CDK8	MED16	680	physical	Homo sapiens	Homo sapiens
3058	CSNK1E	ZSWIM8	374	physical	Homo sapiens	Homo sapiens
3059	CSNK1E	PER1	374	physical	Homo sapiens	Homo sapiens
3060	CSNK1E	FARP2	578	physical	Homo sapiens	Homo sapiens
3061	CSNK1E	MCC	1156	physical	Homo sapiens	Homo sapiens
3062	CSNK1E	CLIP1	646	physical	Homo sapiens	Homo sapiens
3063	CSNK1E	WDR5	986	physical	Homo sapiens	Homo sapiens
3064	CSNK1E	GAPVD1	7616	physical	Homo sapiens	Homo sapiens
3065	CSNK1E	RBBP5	1326	physical	Homo sapiens	Homo sapiens
3066	CSNK1E	KLHL22	850	physical	Homo sapiens	Homo sapiens
3067	CSNK1E	FAM83B	306	physical	Homo sapiens	Homo sapiens
3068	CSNK1E	FAM83H	952	physical	Homo sapiens	Homo sapiens
3069	CSNK1E	VPS13B	3638	physical	Homo sapiens	Homo sapiens
3070	CSNK1E	USP9X	374	physical	Homo sapiens	Homo sapiens
3071	CSNK1E	ASH2L	1802	physical	Homo sapiens	Homo sapiens
3072	CSNK1E	RASAL2	850	physical	Homo sapiens	Homo sapiens
3073	CSNK1E	SNX24	442	physical	Homo sapiens	Homo sapiens
3074	CLK2	TRIM27	544	physical	Homo sapiens	Homo sapiens
3075	CLK2	PSME3	578	physical	Homo sapiens	Homo sapiens
3076	CLK2	CSNK2A1	306	physical	Homo sapiens	Homo sapiens
3077	CLK2	LARP7	442	physical	Homo sapiens	Homo sapiens
3078	CLK2	SNIP1	748	physical	Homo sapiens	Homo sapiens
3079	CLK2	DYRK2	306	physical	Homo sapiens	Homo sapiens
3080	CLK2	USP7	544	physical	Homo sapiens	Homo sapiens
3081	CLK2	PRMT1	340	physical	Homo sapiens	Homo sapiens
3082	CLK2	WDR6	1190	physical	Homo sapiens	Homo sapiens
3083	CLK2	BCLAF1	2516	physical	Homo sapiens	Homo sapiens
3084	CLK2	SRRM2	1785	physical	Homo sapiens	Homo sapiens
3085	CLK2	THRAP3	584.8	physical	Homo sapiens	Homo sapiens
3086	CLK2	TNPO3	2074	physical	Homo sapiens	Homo sapiens
3087	CLK2	TEX264	1972	physical	Homo sapiens	Homo sapiens
3088	CLK3	AIP	680	physical	Homo sapiens	Homo sapiens
3089	CLK3	AHCYL1	442	physical	Homo sapiens	Homo sapiens
3090	CLK3	PSME3	952	physical	Homo sapiens	Homo sapiens
3091	CLK3	FKBP5	3502	physical	Homo sapiens	Homo sapiens
3092	CLK3	CDC37	2771	physical	Homo sapiens	Homo sapiens
3093	CLK3	LARP7	476	physical	Homo sapiens	Homo sapiens
3094	CLK3	HSP90AB4P	1292	physical	Homo sapiens	Homo sapiens
3095	CLK3	MEPCE	544	physical	Homo sapiens	Homo sapiens
3096	CLK3	SRPK1	306	physical	Homo sapiens	Homo sapiens
3097	CLK3	PRMT1	408	physical	Homo sapiens	Homo sapiens
3098	CLK3	LRRC1	510	physical	Homo sapiens	Homo sapiens
3099	CLK3	UBE2O	748	physical	Homo sapiens	Homo sapiens
3100	CLK3	FAM192A	374	physical	Homo sapiens	Homo sapiens
3101	CLK3	SRRM2	612	physical	Homo sapiens	Homo sapiens
3102	CLK3	TNPO3	3706	physical	Homo sapiens	Homo sapiens
3103	GSK3B	AXIN1	714	physical	Homo sapiens	Homo sapiens
3104	GSK3B	MYO1B	340	physical	Homo sapiens	Homo sapiens
3105	GSK3B	PRKAR1A	306	physical	Homo sapiens	Homo sapiens
3106	GSK3B	MKI67	714	physical	Homo sapiens	Homo sapiens
3107	GSK3B	RRP1B	442	physical	Homo sapiens	Homo sapiens
3108	GSK3B	DBN1	476	physical	Homo sapiens	Homo sapiens
3109	GSK3B	PRUNE	476	physical	Homo sapiens	Homo sapiens
3110	CDK7	ERCC2	2992	physical	Homo sapiens	Homo sapiens
3111	CDK7	ERCC3	1462	physical	Homo sapiens	Homo sapiens
3112	CDK7	ERCC5	1224	physical	Homo sapiens	Homo sapiens
3113	CDK7	GTF2H1	782	physical	Homo sapiens	Homo sapiens
3114	CDK7	CCNH	2890	physical	Homo sapiens	Homo sapiens
3115	CDK7	MNAT1	1156	physical	Homo sapiens	Homo sapiens
3116	CDK7	DBN1	374	physical	Homo sapiens	Homo sapiens
3117	CDK7	IMMT	340	physical	Homo sapiens	Homo sapiens
3118	CDK7	GTF2H2C	476	physical	Homo sapiens	Homo sapiens
3119	CDK7	CARM1	680	physical	Homo sapiens	Homo sapiens
3120	CDK7	GTF2H4	306	physical	Homo sapiens	Homo sapiens
3121	CDK9	AIP	1122	physical	Homo sapiens	Homo sapiens
3122	CDK9	CCNT1	10914	physical	Homo sapiens	Homo sapiens
3123	CDK9	CCNT2	1938	physical	Homo sapiens	Homo sapiens
3124	CDK9	HEXIM1	1292	physical	Homo sapiens	Homo sapiens
3125	CDK9	AFF1	714	physical	Homo sapiens	Homo sapiens
3126	CDK9	AFF3	1054	physical	Homo sapiens	Homo sapiens
3127	CDK9	FKBP5	5576	physical	Homo sapiens	Homo sapiens
3128	CDK9	CDC37	6613	physical	Homo sapiens	Homo sapiens
3129	CDK9	LARP7	1122	physical	Homo sapiens	Homo sapiens
3130	CDK9	MEPCE	1292	physical	Homo sapiens	Homo sapiens
3131	CDK9	HEXIM2	306	physical	Homo sapiens	Homo sapiens
3132	CDK9	AFF4	2142	physical	Homo sapiens	Homo sapiens
3133	BLK	CNOT1	646	physical	Homo sapiens	Homo sapiens
3134	BLK	LYN	1054	physical	Homo sapiens	Homo sapiens
3135	BLK	FKBP5	646	physical	Homo sapiens	Homo sapiens
3136	BLK	CDC37	1768	physical	Homo sapiens	Homo sapiens
3137	BLK	ANKRD54	1530	physical	Homo sapiens	Homo sapiens
3138	BLK	ANAPC1	1190	physical	Homo sapiens	Homo sapiens
3139	BLK	CDC23	340	physical	Homo sapiens	Homo sapiens
3140	BLK	ANAPC5	306	physical	Homo sapiens	Homo sapiens
3141	IRAK1	HAX1	1190	physical	Homo sapiens	Homo sapiens
3142	IRAK1	URI1	510	physical	Homo sapiens	Homo sapiens
3143	IRAK1	HSPA4L	1564	physical	Homo sapiens	Homo sapiens
3144	IRAK1	GLUD1	578	physical	Homo sapiens	Homo sapiens
3145	IRAK1	DNAJB1	1088	physical	Homo sapiens	Homo sapiens
3146	IRAK1	DNAJA1	368.3333333	physical	Homo sapiens	Homo sapiens
3147	IRAK1	ACLY	952	physical	Homo sapiens	Homo sapiens
3148	IRAK1	FKBP4	301.75	physical	Homo sapiens	Homo sapiens
3149	IRAK1	FKBP5	6834	physical	Homo sapiens	Homo sapiens
